lake_name,centroid_lat,centroid_lon,water_type,area_ha,max_depth_m,perimeter_m,has_public_access,swimming_allowed,water_quality,data_source,last_updated
schattenteich,52.402601611280296,13.361931268669204,pond,0.0578,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
park drive pond,41.57186367138679,-72.81307805948985,pond,0.4641,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
swede pond,41.601739894413136,-72.76840583492806,pond,7.4046,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
muhlenfeldteich,52.606518229309444,13.306199339775302,pond,0.0799,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
stubichtbecken,52.606667271867536,13.306657672053664,pond,0.0853,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
feldgrabenteich,52.58099504169921,13.349059159726847,pond,0.0784,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
kafeld pfuhl,52.441173832790156,13.414193092758222,pond,0.0404,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
romerteich,52.44574475869724,13.408815183617797,pond,0.0216,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
rohrpfuhl,52.51420002341415,13.614603017594204,lake,0.2222,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
sudpfuhl,52.407220225641,13.316806632986248,pond,0.0914,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
"leinegans, indische laufente",52.49879971107824,13.529011318089161,pond,0.025,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
brandpfuhl,52.44981882419001,13.433918722369718,pond,0.0216,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
großer ecker-pfuhl,52.4485570090255,13.433568149219028,pond,0.1386,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
camp meribrite swimming hole,41.5987899031381,-72.78941826746531,pond,0.3246,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
priesterpfuhl,52.41969563063921,13.517308727976296,pond,0.1656,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
elfenteich,52.606650812221886,13.436225386087854,pond,0.0471,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
murellenteich,52.5227829742959,13.243742524693415,pond,0.587,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
am birkenteich,52.561202313478084,13.491823640419817,pond,0.0725,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
elisabethteich,52.389335037685164,13.387001439282624,pond,0.0088,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
karower becken,52.60377693586004,13.495071496185139,pond,0.0361,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
wernickepfuhl,52.61186079846405,13.312687317775609,pond,0.0213,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
langer deichpfuhl,52.61188364369321,13.312192497113642,pond,0.0474,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
madalenenhof teich,52.57192390962515,13.201136836756541,pond,0.0453,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
parkgrabenteich,52.594518813056524,13.327721880525434,pond,0.0552,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
schlossteich,52.41444277012945,13.097438487320217,pond,0.3848,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
mehringteich,52.6400728704628,13.298466001109842,pond,0.0364,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
teich streckfußstraße,52.61443375680092,13.464900291403936,pond,0.0105,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
teich am außenring,52.585460451698076,13.487229628706332,pond,0.0801,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
cecilienteich,52.62434629061447,13.313495576034656,pond,0.0352,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
viktoriateich,52.60463185629759,13.438847826751614,pond,0.0678,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
inselteich,52.62418355899262,13.461152639711111,lake,4.1607,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
teich heim-krankenhaus,52.64905618342208,13.492630916055766,pond,0.0466,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
teich am parkgraben,52.59558442218234,13.32540028848881,pond,0.0197,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
dorfteich wartenberg,52.575224972062635,13.51477598223112,pond,0.0377,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
regenauffangbecken,52.576179778542425,13.331146161015168,pond,0.0142,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
niederheidesee,52.569136583454004,13.186668740578058,pond,0.1736,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
broff pond,41.64604820309194,-72.76026643431351,pond,1.5973,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
sage pond,41.609571969196566,-72.74375330631472,pond,2.2338,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
mosaisches becken,52.47514353175858,13.441889525396794,pond,0.0002,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
limonenteich,52.45334693396082,13.299370239113266,pond,0.0511,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
finkenteich,52.46556653446333,13.28719554948171,pond,0.0233,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
konigsheideteich,52.454878383386585,13.485958060366018,pond,0.039,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
mittelmeerteich,52.45586267085825,13.304654280522895,pond,0.0081,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
eichenteich,52.45201802566318,13.308758153145527,pond,0.5037,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
eulenteich,52.39654481941829,13.147303400151083,pond,0.111,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
teich,52.41427366268478,13.34277843148746,pond,0.0103,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
pond #35,41.6349169413994,-72.74227631979728,pond,8.3633,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
lindengrabenteich,52.62141375472316,13.228270392175316,pond,0.0708,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
rosenhagteich,52.52541807592829,13.621085089251002,pond,0.0853,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
erlengrundteich,52.58696161904411,13.21383267241292,pond,0.0056,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
marks dam,41.56926914978467,-72.82330066153034,pond,1.5092,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
fischerbrunnen,52.51374975042849,13.478128989722373,pond,0.0144,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
buffelteich,52.43947817505968,13.129654966774222,pond,0.1246,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
meiereiteich,52.43921043923741,13.132966872834697,pond,0.0428,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
wasservogelteich,52.43284090373702,13.127399663976451,pond,0.0828,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
biberteich,52.43333048740896,13.13421158282701,pond,0.0487,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
teich kga falkenhohe nord,52.58250802655481,13.537013772063391,pond,0.0652,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
donnlys pond,41.64119060776681,-72.76425054077374,lake,0.8794,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
frog pond,42.393124515870994,-71.67345869463249,pond,0.1245,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
kleine libelle,52.54899212835573,13.313435639734493,pond,0.1001,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
pferdepfuhl,52.57723927768913,13.480945973787184,pond,0.0245,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
museumspfuhl,52.563288360893914,13.534475559992039,pond,0.2708,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
versunkener see,52.42794063753413,13.721509044909233,pond,1.4832,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
ohne name,52.43296948172681,13.285185957561813,pond,0.0028,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
friedhofsteich,52.42642388738775,13.205465764294413,pond,0.0038,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
duck’s pond,52.542785215042656,13.28284697174778,pond,0.0001,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
kranichpfuhl,52.58926599802063,13.332453583759639,pond,0.0696,,,,,,OSM waterbodies (Berlin),2025-11-12 10:22:47.569398
