stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,platform_code,zone_id,level_id
de:11000:900007104::2,5,s_nordbahnhof_(berlin),tram_u._bussteig_invalidenstraße_ht._gartenstraße,52.531683,13.388813,0,,0,,5555_s_nordbahnhof_(berlin),4.0
de:11000:900100007::3,,s_oranienburger_str._(berlin),ersatzhalt_tucholskystraße_vor_oranienburger_straße,52.524724,13.392833,0,,0,,5555_s_oranienburger_str._(berlin),4.0
de:12070:900215110:1:50,,"bad_wilsnack,_bahnhof",bahnsteig_gleis_2,52.960114,11.949402,0,de:12070:900215110,1,2,"4533_bad_wilsnack,_bahnhof",50.0
de:12070:900215110:2:51,,"bad_wilsnack,_bahnhof",bahnsteig_gleis_3,52.960219,11.949528,0,de:12070:900215110,1,3,"4533_bad_wilsnack,_bahnhof",50.0
de:12062:900415465:1:50,,"prösen,_bahnhof",bahnsteig_gleis_1,51.434919,13.488216,0,de:12062:900415465,1,1,"7958_prösen,_bahnhof",4.0
de:12062:900415465:2:51,,"prösen,_bahnhof",bahnsteig_gleis_2,51.434886,13.488277,0,de:12062:900415465,1,2,"7958_prösen,_bahnhof",4.0
de:12072:900245025:1:50,,"rangsdorf,_bahnhof",bahnsteig_gleis_1,52.294683,13.430835,0,de:12072:900245025,1,1,"6056_rangsdorf,_bahnhof",4.0
de:12072:900245025:2:51,,"rangsdorf,_bahnhof",bahnsteig_gleis_2,52.294338,13.430585,0,de:12072:900245025,1,2,"6056_rangsdorf,_bahnhof",4.0
de:14713:8010205,,"leipzig,_hauptbahnhof",,51.345471,12.382064,0,,0,,,
de:12066:900435000:1:50,,"senftenberg,_bahnhof",bahnsteig_1,51.527237,14.004368,0,de:12066:900435000,1,1,"7765_senftenberg,_bahnhof",1.0
de:12066:900435000:1:51,,"senftenberg,_bahnhof",bahnsteig_2,51.527283,14.004297,0,de:12066:900435000,1,2,"7765_senftenberg,_bahnhof",1.0
de:12066:900435000:2:52,,"senftenberg,_bahnhof",bahnsteig_3,51.527335,14.004202,0,de:12066:900435000,1,3,"7765_senftenberg,_bahnhof",1.0
de:12066:900435000:2:53,,"senftenberg,_bahnhof",bahnsteig_4,51.527387,14.004125,0,de:12066:900435000,1,4,"7765_senftenberg,_bahnhof",1.0
de:15091:8012393,,"mühlanger,_bahnhof",,51.855712,12.748212,0,,0,,,
de:12066:900435339:1:50,,"großräschen,_bahnhof",bahnsteig_gleis_1,51.591481,14.014854,0,de:12066:900435339,1,,"7665_großräschen,_bahnhof",4.0
de:12067:900311307:1:50,,"eisenhüttenstadt,_bahnhof",bahnsteig_gleis_1,52.148564,14.658408,0,de:12067:900311307,1,1,"6375_eisenhüttenstadt,_bahnhof",5.0
de:12067:900311307:1:51,,"eisenhüttenstadt,_bahnhof",bahnsteig_gleis_2,52.148555,14.658512,0,de:12067:900311307,1,2,"6375_eisenhüttenstadt,_bahnhof",5.0
de:12069:900222030:1:50,,"borkheide,_bahnhof",bahnsteig_gleis_1,52.230691,12.854165,0,de:12069:900222030,1,1,"6247_borkheide,_bahnhof",50.0
de:12069:900222030:2:51,,"borkheide,_bahnhof",bahnsteig_gleis_2,52.230623,12.854238,0,de:12069:900222030,1,2,"6247_borkheide,_bahnhof",50.0
de:12054:900230999:1:50,,s_potsdam_hauptbahnhof,bahnsteig_gleis_1,52.391581,13.06674,0,de:12054:900230999,1,1,5750_s_potsdam_hauptbahnhof,162.0
de:12054:900230999:2:52,,s_potsdam_hauptbahnhof,bahnsteig_gleis_2,52.391485,13.066728,0,de:12054:900230999,1,2,5750_s_potsdam_hauptbahnhof,162.0
de:12054:900230999:1:51,,s_potsdam_hauptbahnhof,bahnsteig_gleis_3,52.391666,13.066749,0,de:12054:900230999,1,3,5750_s_potsdam_hauptbahnhof,162.0
de:12054:900230999:2:53,,s_potsdam_hauptbahnhof,bahnsteig_gleis_4,52.391421,13.066721,0,de:12054:900230999,1,4,5750_s_potsdam_hauptbahnhof,162.0
de:12068:900205022:1:50,,"netzeband,_bahnhof",bahnsteig_gleis_1,52.995543,12.628078,0,de:12068:900205022,1,1,"4444_netzeband,_bahnhof",5.0
de:12054:900230002:1:52,,"potsdam,_pirschheide_bhf",bahnsteig_gleis_1,52.372776,13.01074,0,de:12054:900230002,0,1,"5851_potsdam,_pirschheide_bhf",5.0
de:12054:900230002:1:50,,"potsdam,_pirschheide_bhf",bahnsteig_gleis_2,52.37287,13.010847,0,de:12054:900230002,0,2,"5851_potsdam,_pirschheide_bhf",5.0
de:12054:900230002:2:51,,"potsdam,_pirschheide_bhf",bahnsteig_gleis_3,52.373084,13.01155,0,de:12054:900230002,0,3,"5851_potsdam,_pirschheide_bhf",4.0
de:15089:8010318,,schönebeck(elbe),,52.018794,11.733157,0,,0,,,
de:11000:900160004:3:54,,s+u_lichtenberg_bhf_(berlin),bahnsteig_gleis_17,52.510002,13.49649,0,de:11000:900160004,0,17,5656_s+u_lichtenberg_bhf_(berlin),102.0
de:11000:900160004:2:52,,s+u_lichtenberg_bhf_(berlin),bahnsteig_gleis_15,52.510275,13.497433,0,de:11000:900160004,0,15,5656_s+u_lichtenberg_bhf_(berlin),102.0
de:11000:900160004:2:53,,s+u_lichtenberg_bhf_(berlin),bahnsteig_gleis_16,52.510367,13.497302,0,de:11000:900160004,0,16,5656_s+u_lichtenberg_bhf_(berlin),102.0
de:11000:900160004:3:55,,s+u_lichtenberg_bhf_(berlin),bahnsteig_gleis_20,52.510088,13.496357,0,de:11000:900160004,0,20,5656_s+u_lichtenberg_bhf_(berlin),102.0
de:11000:900160004:4:56,,s+u_lichtenberg_bhf_(berlin),bahnsteig_gleis_21,52.510126,13.496304,0,de:11000:900160004,0,21,5656_s+u_lichtenberg_bhf_(berlin),102.0
de:11000:900160004:4:57,,s+u_lichtenberg_bhf_(berlin),bahnsteig_gleis_22,52.510215,13.496164,0,de:11000:900160004,0,22,5656_s+u_lichtenberg_bhf_(berlin),102.0
de:12069:900220143:1:50,,"bad_belzig,_bahnhof",bahnsteig_gleis_1,52.136062,12.59495,0,de:12069:900220143,0,1,"6443_bad_belzig,_bahnhof",187.0
de:12069:900220143:2:51,,"bad_belzig,_bahnhof",bahnsteig_gleis_2,52.135985,12.59494,0,de:12069:900220143,1,2,"6443_bad_belzig,_bahnhof",186.0
de:12072:900245032:1:50,,"großbeeren,_bahnhof",bahnsteig_gleis_1,52.350846,13.28462,0,de:12072:900245032,1,1,"5954_großbeeren,_bahnhof",5.0
de:12072:900245032:2:51,,"großbeeren,_bahnhof",bahnsteig_gleis_2,52.350858,13.284743,0,de:12072:900245032,1,2,"5954_großbeeren,_bahnhof",5.0
de:14627:5021,,"großenhain,_cottbuser_bahnhof",,51.291636,13.523916,0,,0,,,
de:15090:8011460,,"eichstedt_(altmark),_bahnhof",,52.67485,11.854895,0,,0,,"9999_eichstedt_(altmark),_bahnhof",
de:12069:900220165:1:50,,"treuenbrietzen,_bahnhof_süd",bahnsteig_gleis_1,52.080734,12.880842,0,de:12069:900220165,1,1,"6547_treuenbrietzen,_bahnhof_süd",4.0
de:12069:900220164:1:50,,"treuenbrietzen,_bahnhof",bahnsteig_gleis_1,52.091971,12.857541,0,de:12069:900220164,1,1,"6547_treuenbrietzen,_bahnhof",4.0
de:12069:900220164:2:51,,"treuenbrietzen,_bahnhof",bahnsteig_gleis_2,52.091894,12.853167,0,de:12069:900220164,1,2,"6547_treuenbrietzen,_bahnhof",4.0
de:14730:8012656,,"pönitz_(bei_leipzig),_bahnhof",,51.408536,12.514432,0,,0,,,
de:12062:900416008:1:50,,"plessa,_bahnhof",bahnsteig_gleis_1,51.471047,13.617929,0,de:12062:900416008,1,1,"7959_plessa,_bahnhof",4.0
de:12062:900416008:2:51,,"plessa,_bahnhof",bahnsteig_gleis_2,51.470675,13.616022,0,de:12062:900416008,1,2,"7959_plessa,_bahnhof",4.0
de:12060:900350137:1:50,,"biesenthal,_bahnhof",bahnsteig_gleis_1,52.755937,13.675252,0,de:12060:900350137,1,1,"5059_biesenthal,_bahnhof",50.0
de:12060:900350137:2:51,,"biesenthal,_bahnhof",bahnsteig_gleis_2,52.75598,13.67514,0,de:12060:900350137,1,2,"5059_biesenthal,_bahnhof",50.0
de:12065:900200043:1:50,,"nassenheide,_bahnhof",bahnsteig_gleis_1,52.816525,13.239579,0,de:12065:900200043,1,3,"4953_nassenheide,_bahnhof",4.0
de:12065:900200043:2:51,,"nassenheide,_bahnhof",bahnsteig_gleis_2,52.818924,13.238278,0,de:12065:900200043,0,2,"4953_nassenheide,_bahnhof",4.0
de:12073:900340979:2:51,,"nechlin,_bahnhof",bahnsteig_gleis_2,53.441787,13.903314,0,de:12073:900340979,1,2,"3563_nechlin,_bahnhof",5.0
de:12073:900340979:1:50,,"nechlin,_bahnhof",bahnsteig_gleis_1,53.44176,13.903456,0,de:12073:900340979,1,1,"3563_nechlin,_bahnhof",5.0
de:13075:6237,,"pasewalk,_bahnhof",,53.515353,13.988875,0,,0,,"3365_pasewalk,_bahnhof",
de:15001:8010302,,"roßlau,_bahnhof",,51.884612,12.237262,0,,0,,,
de:12066:900435061:2:51,,"ruhland,_bahnhof",bahnsteig_gleis_1,51.455295,13.869945,0,de:12066:900435061,1,1,"7963_ruhland,_bahnhof",5.0
de:12066:900435061:2:52,,"ruhland,_bahnhof",bahnsteig_gleis_2,51.455252,13.870026,0,de:12066:900435061,1,2,"7963_ruhland,_bahnhof",5.0
de:12066:900435061:3:53,,"ruhland,_bahnhof",bahnsteig_gleis_3,51.455209,13.870102,0,de:12066:900435061,1,3,"7963_ruhland,_bahnhof",5.0
de:12066:900435061:3:54,,"ruhland,_bahnhof",bahnsteig_gleis_4,51.455163,13.87019,0,de:12066:900435061,1,4,"7963_ruhland,_bahnhof",5.0
de:12065:900203452:1:50,,"kremmen,_bahnhof",bahnsteig_gleis_1,52.753329,13.04007,0,de:12065:900203452,1,1,"4950_kremmen,_bahnhof",5.0
de:12065:900203452:1:51,,"kremmen,_bahnhof",bahnsteig_gleis_2,52.753143,13.040256,0,de:12065:900203452,1,2,"4950_kremmen,_bahnhof",5.0
de:12068:900205092:1:50,,"fretzdorf,_bahnhof",bahnsteig_gleis_1,53.065229,12.545651,0,de:12068:900205092,1,1,"4242_fretzdorf,_bahnhof",5.0
de:12072:900245018:1:50,,"blönsdorf,_bahnhof",bahnsteig_gleis_1,51.955473,12.895891,0,de:12072:900245018,1,1,"6847_blönsdorf,_bahnhof",9.0
de:12072:900245018:2:51,,"blönsdorf,_bahnhof",bahnsteig_gleis_2,51.955542,12.89583,0,de:12072:900245018,1,2,"6847_blönsdorf,_bahnhof",9.0
de:12060:900350151:1:50,,"blumberg_(bar),_bahnhof",bahnsteig_gleis_1,52.604998,13.611215,0,de:12060:900350151,1,1,"5359_blumberg_(bar),_bahnhof",50.0
de:12072:900245024:1:50,,"dabendorf,_bahnhof",bahnsteig_gleis_1,52.236954,13.437525,0,de:12072:900245024,1,1,"6156_dabendorf,_bahnhof",50.0
de:12072:900245024:2:51,,"dabendorf,_bahnhof",bahnsteig_gleis_2,52.236936,13.437361,0,de:12072:900245024,1,2,"6156_dabendorf,_bahnhof",9.0
de:13076:6141,,"plau_am_see,_bahnhof",,53.460456,12.255952,0,,0,,,
de:12067:900311475:1:50,,"müllrose,_bahnhof",bahnsteig_gleis_1,52.241781,14.434154,0,de:12067:900311475,1,1,"6171_müllrose,_bahnhof",4.0
de:12067:900311475:1:51,,"müllrose,_bahnhof",bahnsteig_gleis_2,52.24177,14.434217,0,de:12067:900311475,1,2,"6171_müllrose,_bahnhof",4.0
de:11000:900120005:1:50,,s_ostbahnhof_(berlin),bahnsteig_gleis_1,52.510244,13.434586,0,de:11000:900120005,0,1,5555_s_ostbahnhof_(berlin),107.0
de:11000:900120005:2:51,,s_ostbahnhof_(berlin),bahnsteig_gleis_2,52.510179,13.434942,0,de:11000:900120005,0,2,5555_s_ostbahnhof_(berlin),107.0
de:11000:900120005:2:52,,s_ostbahnhof_(berlin),bahnsteig_gleis_3,52.510253,13.435024,0,de:11000:900120005,0,3,5555_s_ostbahnhof_(berlin),107.0
de:11000:900120005:3:53,,s_ostbahnhof_(berlin),bahnsteig_gleis_6,52.510413,13.435172,0,de:11000:900120005,0,6,5555_s_ostbahnhof_(berlin),107.0
de:11000:900120005:3:54,,s_ostbahnhof_(berlin),bahnsteig_gleis_7,52.510474,13.43524,0,de:11000:900120005,0,7,5555_s_ostbahnhof_(berlin),107.0
de:13071:80001,,"neustrelitz,_hauptbahnhof",,53.359255,13.074603,0,,0,,,
de:12069:900220152:1:50,,"wiesenburg,_bahnhof",bahnsteig_gleis_1,52.098829,12.431628,0,de:12069:900220152,1,1,"6441_wiesenburg,_bahnhof",50.0
de:12069:900220152:2:51,,"wiesenburg,_bahnhof",bahnsteig_gleis_2,52.098745,12.431622,0,de:12069:900220152,1,2,"6441_wiesenburg,_bahnhof",50.0
de:12069:900220152:2:52,,"wiesenburg,_bahnhof",bahnsteig_gleis_3,52.098703,12.43162,0,de:12069:900220152,1,3,"6441_wiesenburg,_bahnhof",50.0
de:12054:900230007:1:50,,"potsdam,_park_sanssouci_bhf",bahnsteig_gleis_1,52.394596,13.01375,0,de:12054:900230007,1,1,"5851_potsdam,_park_sanssouci_bhf",5.0
de:12054:900230007:2:51,,"potsdam,_park_sanssouci_bhf",bahnsteig_gleis_2,52.394534,13.013671,0,de:12054:900230007,1,2,"5851_potsdam,_park_sanssouci_bhf",5.0
de:12054:900230007:2:52,,"potsdam,_park_sanssouci_bhf",bahnsteig_gleis_4,52.39447,13.013556,0,de:12054:900230007,1,4,"5851_potsdam,_park_sanssouci_bhf",5.0
de:12069:900220009:1:50,,"werder_(havel),_bahnhof",bahnsteig_gleis_2,52.392816,12.927037,0,de:12069:900220009,1,2,"5848_werder_(havel),_bahnhof",9.0
de:12069:900220009:2:52,,"werder_(havel),_bahnhof",bahnsteig_gleis_3,52.392999,12.926832,0,de:12069:900220009,1,3,"5848_werder_(havel),_bahnhof",176.0
de:12069:900220009:1:51,,"werder_(havel),_bahnhof",bahnsteig_gleis_4,52.392598,12.928298,0,de:12069:900220009,1,4,"5848_werder_(havel),_bahnhof",9.0
de:14626:8281,,"weißwasser_(oberlausitz),_bahnhof",,51.505442,14.638027,0,,0,,,
de:12069:900220006:1:50,,"wilhelmshorst,_bahnhof",bahnsteig_gleis_1,52.331832,13.068156,0,de:12069:900220006,1,1,"5950_wilhelmshorst,_bahnhof",4.0
de:12069:900220006:2:51,,"wilhelmshorst,_bahnhof",bahnsteig_gleis_4,52.33176,13.068225,0,de:12069:900220006,1,4,"5950_wilhelmshorst,_bahnhof",5.0
de:12071:900445885:1:50,,"kolkwitz,_süd_bhf",bahnsteig_gleis_1,51.746893,14.241595,0,de:12071:900445885,1,1,"7269_kolkwitz,_süd_bhf",4.0
de:12071:900445885:2:51,,"kolkwitz,_süd_bhf",bahnsteig_gleis_2,51.746814,14.241607,0,de:12071:900445885,1,2,"7269_kolkwitz,_süd_bhf",4.0
de:12071:900445884:1:50,,"kolkwitz,_bahnhof",bahnsteig_gleis_1,51.757798,14.249733,0,de:12071:900445884,1,,"7269_kolkwitz,_bahnhof",4.0
de:13075:1,,"greifswald,_bahnhof",,54.092923,13.370262,0,,0,,,
de:12067:900311233:1:50,,"brieskow-finkenheerd,_kraftwerk_finkenheerd_bhf",bahnsteig_gleis_1,52.262543,14.575121,0,de:12067:900311233,1,1,"6074_brieskow-finkenheerd,_kraftwerk_finkenheerd_bhf",5.0
de:12067:900311233:2:51,,"brieskow-finkenheerd,_kraftwerk_finkenheerd_bhf",bahnsteig_gleis_2,52.262513,14.575221,0,de:12067:900311233,1,2,"6074_brieskow-finkenheerd,_kraftwerk_finkenheerd_bhf",5.0
de:14627:5823,,"frauenhain,_bahnhof",,51.384223,13.503636,0,,0,,,
de:15091:8011322,,"coswig_(anhalt),_bahnhof",,51.888002,12.457625,0,,0,,,
de:12073:900340353:1:50,,"hammelspring,_bahnhof",bahnsteig_gleis_1,53.070377,13.435954,0,de:12073:900340353,1,,"4357_hammelspring,_bahnhof",50.0
de:12067:900310601:1:50,,"neuzelle,_bahnhof",bahnsteig_gleis_2,52.099193,14.648612,0,de:12067:900310601,1,2,"6475_neuzelle,_bahnhof",5.0
de:12067:900310601:1:51,,"neuzelle,_bahnhof",bahnsteig_gleis_1,52.099207,14.648694,0,de:12067:900310601,1,1,"6475_neuzelle,_bahnhof",5.0
de:12068:900205006:1:50,,"neuruppin,_west_bhf",bahnsteig_gleis_1,52.926257,12.794096,0,de:12068:900205006,1,1,"4547_neuruppin,_west_bhf",5.0
de:12068:900205006:2:51,,"neuruppin,_west_bhf",bahnsteig_gleis_2,52.926327,12.794005,0,de:12068:900205006,1,2,"4547_neuruppin,_west_bhf",5.0
de:12067:900310002:1:50,,"hangelsberg,_bahnhof",bahnsteig_gleis_1,52.40041,13.920247,0,de:12067:900310002,1,1,"5764_hangelsberg,_bahnhof",50.0
de:12067:900310002:2:51,,"hangelsberg,_bahnhof",bahnsteig_gleis_2,52.40046,13.920277,0,de:12067:900310002,1,2,"5764_hangelsberg,_bahnhof",50.0
de:12068:900205488:1:50,,"neustadt_(dosse),_bahnhof",bahnsteig_gleis_1,52.852908,12.450397,0,de:12068:900205488,1,1,"4740_neustadt_(dosse),_bahnhof",5.0
de:12068:900205488:2:51,,"neustadt_(dosse),_bahnhof",bahnsteig_gleis_2,52.853197,12.450128,0,de:12068:900205488,1,2,"4740_neustadt_(dosse),_bahnhof",5.0
de:12068:900205488:2:52,,"neustadt_(dosse),_bahnhof",bahnsteig_gleis_3,52.853243,12.450233,0,de:12068:900205488,1,3,"4740_neustadt_(dosse),_bahnhof",5.0
000300838001,,"linda_(elster),_bahnhof","bahnsteig,_gleis_2",51.853058,13.085184,0,de:15091:8012233,1,,"7050_linda_(elster),_bahnhof",4.0
de:12068:900205400:1:50,,"lindow_(mark),_bahnhof",bahnsteig_gleis_1,52.961272,12.981558,0,de:12068:900205400,1,1,"4549_lindow_(mark),_bahnhof",4.0
de:12073:900340004:1:50,,"angermünde,_bahnhof",bahnsteig_gleis_1,53.015855,13.996267,0,de:12073:900340004,1,1,"4465_angermünde,_bahnhof",9.0
de:12073:900340004:2:51,,"angermünde,_bahnhof",bahnsteig_gleis_2,53.015838,13.996184,0,de:12073:900340004,1,2,"4465_angermünde,_bahnhof",9.0
de:12073:900340004:3:52,,"angermünde,_bahnhof",bahnsteig_gleis_3,53.015791,13.995908,0,de:12073:900340004,1,3,"4465_angermünde,_bahnhof",9.0
de:12073:900340004:3:53,,"angermünde,_bahnhof",bahnsteig_gleis_4,53.017014,13.994776,0,de:12073:900340004,1,4,"4465_angermünde,_bahnhof",9.0
de:12073:900340004:3:54,,"angermünde,_bahnhof",bahnsteig_gleis_5,53.01574,13.995672,0,de:12073:900340004,1,5,"4465_angermünde,_bahnhof",9.0
de:12067:900310001:1:50,,"fürstenwalde,_bahnhof",bahnsteig_gleis_1,52.366896,14.059075,0,de:12067:900310001,1,1,"5866_fürstenwalde,_bahnhof",4.0
de:12067:900310001:2:51,,"fürstenwalde,_bahnhof",bahnsteig_gleis_2,52.367027,14.058956,0,de:12067:900310001,1,2,"5866_fürstenwalde,_bahnhof",4.0
de:12067:900310001:2:52,,"fürstenwalde,_bahnhof",bahnsteig_gleis_3a,52.36709,14.059004,0,de:12067:900310001,1,3,"5866_fürstenwalde,_bahnhof",4.0
de:12067:900310001:2:54,,"fürstenwalde,_bahnhof",bahnsteig_gleis_3b,52.367227,14.058451,0,de:12067:900310001,1,3b,"5866_fürstenwalde,_bahnhof",4.0
de:12067:900310001:3:53,,"fürstenwalde,_bahnhof",bahnsteig_gleis_4,52.36776,14.055274,0,de:12067:900310001,1,4,"5866_fürstenwalde,_bahnhof",4.0
de:12052:900470307:1:50,,"cottbus,_willmersdorf_nord_bhf",bahnsteig_gleis_1,51.816201,14.384955,0,de:12052:900470307,1,1,"7271_cottbus,_willmersdorf_nord_bhf",50.0
de:12052:900470307:2:51,,"cottbus,_willmersdorf_nord_bhf",bahnsteig_gleis_2,51.816164,14.385054,0,de:12052:900470307,1,2,"7271_cottbus,_willmersdorf_nord_bhf",50.0
de:15090:8010121,,"geestgottberg,_bahnhof",,52.955743,11.736957,0,,0,,"9999_geestgottberg,_bahnhof",
de:12069:900222199::1,,"treuenbrietzen,_süd",bushalt_jüterboger_straße_hinter_kiefernweg,52.081261,12.880884,0,,0,,"6547_treuenbrietzen,_süd",4.0
de:14713:8012195,,"leipzig-thekla,_bahnhof",,51.371626,12.430751,0,,0,,,
de:14713:8012190,,"leipzig-heiterblick,_bhf",,51.369339,12.459979,0,,0,,,
de:12053:900360004:1:50,,"frankfurt_(oder),_rosengarten_bhf",bahnsteig_gleis_1,52.337943,14.473098,0,de:12053:900360004,1,1,"6073_frankfurt_(oder),_rosengarten_bhf",2.0
de:12053:900360004:1:51,,"frankfurt_(oder),_rosengarten_bhf",bahnsteig_gleis_2,52.337971,14.473073,0,de:12053:900360004,1,2,"6073_frankfurt_(oder),_rosengarten_bhf",2.0
de:12069:900220141:1:50,,"brück,_bahnhof",bahnsteig_gleis_1,52.186837,12.758456,0,de:12069:900220141,1,1,"6345_brück,_bahnhof",5.0
de:12069:900220141:2:51,,"brück,_bahnhof",bahnsteig_gleis_2,52.187011,12.75893,0,de:12069:900220141,1,2,"6345_brück,_bahnhof",5.0
de:12060:900350125:1:50,,"chorin,_bahnhof",bahnsteig_gleis_1,52.903513,13.869672,0,de:12060:900350125,1,1,"4663_chorin,_bahnhof",9.0
de:12060:900350125:2:51,,"chorin,_bahnhof",bahnsteig_gleis_2,52.903558,13.869606,0,de:12060:900350125,1,2,"4663_chorin,_bahnhof",9.0
de:12073:900340061:1:50,,"casekow,_bahnhof",bahnsteig_gleis_1,53.213598,14.208461,0,de:12073:900340061,1,,"3968_casekow,_bahnhof",9.0
de:12067:900311250:1:50,,"coschen,_bahnhof",bahnsteig_gleis_1,52.020456,14.718875,0,de:12067:900311250,1,1,"6576_coschen,_bahnhof",9.0
de:12067:900311250:2:51,,"coschen,_bahnhof",bahnsteig_gleis_2,52.020502,14.718796,0,de:12067:900311250,1,2,"6576_coschen,_bahnhof",9.0
de:12064:900321013:1:50,,"altranft,_bahnhof",bahnsteig_gleis_1,52.7634,14.0823,0,de:12064:900321013,1,1,"4966_altranft,_bahnhof",9.0
de:12072:900245030:1:50,,"ludwigsfelde,_birkengrund_bhf",bahnsteig_gleis_1,52.315909,13.271822,0,de:12072:900245030,1,1,"6053_ludwigsfelde,_birkengrund_bhf",5.0
de:12072:900245030:2:51,,"ludwigsfelde,_birkengrund_bhf",bahnsteig_gleis_2,52.315881,13.272179,0,de:12072:900245030,1,2,"6053_ludwigsfelde,_birkengrund_bhf",5.0
de:12061:900260017:1:50,,"halbe,_bahnhof",bahnsteig_gleis_1,52.108765,13.701473,0,de:12061:900260017,0,1,"6460_halbe,_bahnhof",9.0
de:12061:900260017:2:51,,"halbe,_bahnhof",bahnsteig_gleis_2,52.108004,13.702074,0,de:12061:900260017,0,2,"6460_halbe,_bahnhof",193.0
de:12066:900435347:1:50,,"neupetershain,_bahnhof",bahnsteig_gleis_1,51.606444,14.16181,0,de:12066:900435347,1,1,"7667_neupetershain,_bahnhof",4.0
de:12066:900435347:2:51,,"neupetershain,_bahnhof",bahnsteig_gleis_2,51.606598,14.162321,0,de:12066:900435347,1,2,"7667_neupetershain,_bahnhof",4.0
de:12071:900445593:2:52,,"guben,_bahnhof",bahnsteig_gleis_2,51.959072,14.706451,0,de:12071:900445593,1,2,"6676_guben,_bahnhof",4.0
de:12071:900445593:1:50,,"guben,_bahnhof",bahnsteig_gleis_1,51.959044,14.706189,0,de:12071:900445593,1,1,"6676_guben,_bahnhof",4.0
de:12071:900445593:1:51,,"guben,_bahnhof",bahnsteig_gleis_3,51.959058,14.706311,0,de:12071:900445593,1,3,"6676_guben,_bahnhof",4.0
de:12071:900445593:3:53,,"guben,_bahnhof",bahnsteig_gleis_8,51.959125,14.706989,0,de:12071:900445593,1,8,"6676_guben,_bahnhof",4.0
de:12061:900261596:1:50,,"luckau-uckro,_bahnhof",bahnsteig_gleis_3,51.851368,13.608051,0,de:12061:900261596,1,3,"7059_luckau-uckro,_bahnhof",5.0
de:12061:900261596:2:51,,"luckau-uckro,_bahnhof",bahnsteig_gleis_4,51.851426,13.608294,0,de:12061:900261596,1,4,"7059_luckau-uckro,_bahnhof",5.0
de:14730:8010351,,"torgau,_bahnhof",,51.563036,12.991134,0,,0,,"7750_torgau,_bahnhof",
de:12068:900205130:1:50,,"liebenthal_(opr),_bahnhof",bahnsteig_gleis_1,53.151202,12.392921,0,de:12068:900205130,1,,"4140_liebenthal_(opr),_bahnhof",5.0
de:15001:8010077,,"dessau,_hauptbahnhof",,51.839865,12.234945,0,,0,,,
de:14627:4180,,"coswig_(bei_dresden),_bahnhof",,51.12281,13.579414,0,,0,,"9999_coswig_(bei_dresden),_bahnhof",
de:12052:900470000:1:50,,"cottbus,_hauptbahnhof",bahnsteig_gleis_1,51.750541,14.323346,0,de:12052:900470000,1,1,"7270_cottbus,_hauptbahnhof",172.0
de:12052:900470000:6:59,,"cottbus,_hauptbahnhof",bahnsteig_gleis_10,51.751628,14.323504,0,de:12052:900470000,1,10,"7270_cottbus,_hauptbahnhof",172.0
de:12052:900470000:2:51,,"cottbus,_hauptbahnhof",bahnsteig_gleis_2,51.75071,14.32285,0,de:12052:900470000,1,2,"7270_cottbus,_hauptbahnhof",172.0
de:12052:900470000:2:52,,"cottbus,_hauptbahnhof",bahnsteig_gleis_3,51.750775,14.322839,0,de:12052:900470000,1,3,"7270_cottbus,_hauptbahnhof",172.0
de:12052:900470000:3:53,,"cottbus,_hauptbahnhof",bahnsteig_gleis_4,51.750887,14.322822,0,de:12052:900470000,1,4,"7270_cottbus,_hauptbahnhof",172.0
de:12052:900470000:3:54,,"cottbus,_hauptbahnhof",bahnsteig_gleis_5,51.750961,14.322809,0,de:12052:900470000,1,5,"7270_cottbus,_hauptbahnhof",172.0
de:12052:900470000:4:55,,"cottbus,_hauptbahnhof",bahnsteig_gleis_6,51.751035,14.322789,0,de:12052:900470000,1,6,"7270_cottbus,_hauptbahnhof",172.0
de:12052:900470000:5:56,,"cottbus,_hauptbahnhof",bahnsteig_gleis_7,51.751472,14.324349,0,de:12052:900470000,1,7,"7270_cottbus,_hauptbahnhof",172.0
de:12052:900470000:5:57,,"cottbus,_hauptbahnhof",bahnsteig_gleis_8,51.751487,14.323561,0,de:12052:900470000,1,8,"7270_cottbus,_hauptbahnhof",172.0
de:12052:900470000:6:58,,"cottbus,_hauptbahnhof",bahnsteig_gleis_9,51.751553,14.323517,0,de:12052:900470000,1,9,"7270_cottbus,_hauptbahnhof",172.0
de:12062:900415112:1:50,,"doberlug-kirchhain,_bahnhof",bahnsteig_gleis_1,51.620528,13.564161,0,de:12062:900415112,1,1,"7558_doberlug-kirchhain,_bahnhof",175.0
de:12062:900415112:2:51,,"doberlug-kirchhain,_bahnhof",bahnsteig_gleis_2,51.620534,13.564268,0,de:12062:900415112,1,2,"7558_doberlug-kirchhain,_bahnhof",175.0
de:12062:900415112:3:52,,"doberlug-kirchhain,_bahnhof",bahnsteig_gleis_3,51.62065,13.56415,0,de:12062:900415112,1,3,"7558_doberlug-kirchhain,_bahnhof",9.0
de:12062:900415112:4:53,,"doberlug-kirchhain,_bahnhof",bahnsteig_gleis_4,51.620575,13.564228,0,de:12062:900415112,1,4,"7558_doberlug-kirchhain,_bahnhof",9.0
