public_artwork_id,artwork_name,artwork_type,artist_name,street,neighbourhood_id,district_id,postal_code,material,start_date,image,wikidata,wikimedia_commons,latitude,longitude
28341970,seepferdchen,sculpture,,spreetunnel,0910,11009009,12559,metal,,,,,52.44417,13.6250884
243487615,richard wagner,statue,,tiergartenstraße,0104,11001001,10785,,,https://photos.app.goo.gl/9vgmjzd9uthahjab8,Q2148898,,52.5100656,13.3618687
255049659,flensburger löwe,statue,kopie nach hermann wilhelm bissen,tiefhornweg,0607,11006006,14109,,1938,,Q105045191,category:flensburg lion (copy in berlin),52.433884,13.1649872
258485628,begegnung,sculpture,jo doese,anton-saefkow-platz,1111,11011011,10369,stone,,https://fennpfuhl.digital/img/statue/begegnung.jpg.webp,Q110311378,category:begegnung (joachim doese),52.5287349,13.4731555
262455591,reiterstandbild friedrich ii. von preußen,statue,christian daniel rauch,unter den linden,0101,11001001,10117,,,"https://commons.wikimedia.org/wiki/file:berlin,_mitte,_unter_den_linden,_reiterstandbild_friedrich_ii..jpg",Q881611,category:reiterstandbild friedrichs des großen (berlin-mitte),52.5172596,13.3927444
276952883,friedrich wilhelm iii. von preußen,statue,friedrich drake,ahornsteig,0104,11001001,10785,concrete,1982,http://commons.wikimedia.org/wiki/file:denkmal_friedrich_wilhelmiii.jpg,Q113341316,category:friedrich wilhelm iii by friedrich drake,52.5115682,13.3644883
278707399,büffeljagd,sculpture,fritz schaper,fasanerieallee,0104,11001001,10787,bronze,,http://commons.wikimedia.org/wiki/file:wiesenjagd.jpg,Q25063929,category:altgermanische wisentjagd by fritz schaper,52.5133248,13.3485026
278707727,eberjagd,sculpture,karl begas,fasanerieallee,0104,11001001,10787,bronze,,https://photos.app.goo.gl/vsgmcntm6l29cnyi6,Q24976714,category:eberjagd um 1500 by carl begas,52.5132673,13.3486216
278707884,fuchsjagd,sculpture,wilhelm haverkamp,fasanerieallee,0104,11001001,10787,bronze,,http://commons.wikimedia.org/wiki/file:fuchsjagd_-_wilhelm_haverkamp_-_mutter_erde_fec.jpg,Q24976710,category:churfürstliche fuchsjagd by wilhelm haverkamp,52.5115612,13.3463116
278707964,hasenhetze,sculpture,max baumbach,fasanerieallee,0104,11001001,10787,bronze,,http://commons.wikimedia.org/wiki/file:hasenhetze.jpg,Q24976711,category:hasenhatz der rokokozeit by max baumbach,52.5115004,13.3464481
278731128,wilhelm von preußen,statue,adolf brütt,tiergartenstraße,0104,11001001,10785,marble,1904,https://commons.wikimedia.org/wiki/file:prinz_v_preussen_tiergarten.jpg,Q113382896,,52.5104419,13.3653213
278739110,löwengruppe,statue,friedrich wilhelm wolff,ahornsteig,0104,11001001,10785,bronze,,http://commons.wikimedia.org/wiki/file:wilhelm_wolff_loewengruppe_berlin.jpg,Q115949613,,52.5149329,13.3756446
279158435,gerhard von scharnhorst,statue,christian daniel rauch,bebelplatz,0101,11001001,10117,,,,Q61769308,category:memorial gerhard von scharnhorst (berlin),52.5171421,13.3953664
279158438,friedrich wilhelm bülow,statue,christian daniel rauch,unter den linden,0101,11001001,10117,,,,Q64760457,category:memorial of friedrich wilhelm von bülow (berlin),52.5171501,13.3954905
279158441,august von gneisenau,statue,christian daniel rauch,bebelplatz,0101,11001001,10117,,,,Q61769303,category:memorial august neidhardt von gneisenau (berlin),52.5165746,13.3955788
279158443,gebhard von blücher,statue,christian daniel rauch,bebelplatz,0101,11001001,10117,,,,Q51846342,category:blücher-denkmal (berlin),52.5165721,13.3957416
279158444,ludwig yorck,statue,christian daniel rauch,oberwallstraße,0101,11001001,10117,,,,Q61769306,category:memorial johann david ludwig yorck von wartenburg (berlin),52.5165948,13.3959003
282832869,konfuzius,,,blumberger damm,1001,11010010,12685,,,,Q108723219,file:statue eisenacher str 99 (marza) konfuzius&han xiujuan&2001.jpg,52.5368705,13.5770788
300535811,schneewittchen und menzel-zwerg,sculpture,,am friedrichshain,0201,11002002,10407,,,,,,52.5280237,13.4268854
300535816,dornröschen,sculpture,,am friedrichshain,0201,11002002,10407,,,,,,52.5278474,13.4268436
306686686,,sculpture,,luckenwalder straße,1005,11010010,12629,,,,,file:bauplastik luckenwalder straße 68 berlin-hellersdorf 01.jpg,52.5437405,13.5848469
308627797,für bettina und achim von arnim,sculpture,michael klein,paul-robeson-straße,0301,11003003,10439,bronze,,,Q107545355,file:skulptur arnimplatz (prenz) bettina achim von arnim&michael klein&1997.jpg,52.5519224,13.4094844
310193623,dieselmotor,sculpture,,luxemburger straße,0105,11001001,13353,,,,,,52.5434623,13.3525944
313826576,berlin,sculpture,brigitte und martin matschinsky-denninghoff,tauentzienstraße,0401,11004004,10789,,1987,,Q4783389,,52.503379,13.3386522
317399607,amazone zu pferde,statue,louis tuaillon,tunnel tiergarten spreebogen,0104,11001001,10785,bronze,1906,file:tuaillon1.jpg,Q123390108,category:amazone zu pferde (louis tuaillon),52.5146836,13.3691757
341129953,sonnenuhr,,joachim liebscher,prenzlauer allee,0301,11003003,10405,granite,1986,https://commons.wikimedia.org/wiki/file:sonnenuhrprenzlaueralleeberlin_-_5.jpeg,Q96375506,category:sonnenuhr (berlin-prenzlauer berg),52.5436919,13.427289
355920610,der seltene fang,sculpture,ernst herter,kreuzbergstraße,0202,11002002,10965,bronze,,,Q115959506,category:der seltene fang im viktoriapark (berlin),52.4896516,13.3819699
355938216,wir haben gesichter,sculpture,,kreuzbergstraße,0202,11002002,10965,,,,Q20644508,category:wir haben gesichter,52.4894295,13.382422
364510120,pionierleiter mit jungen pionieren,sculpture,felix krause,ostendgestell,0909,11009009,12459,stone,1951,,,,52.4597546,13.5433785
371212810,schreitendes mädchen,sculpture,fritz röll,heerstraße,0509,11005005,13595,bronze,1932,,Q110124732,,52.5131821,13.1934453
376689138,granitschale im lustgarten,,christian gottlieb cantian,am lustgarten,0101,11001001,10178,,1827..1834,https://photos.app.goo.gl/pschvgste3tcdwka8,Q1543108,category:granite bowl (lustgarten berlin),52.5190984,13.3991493
437150946,large divided oval: butterfly,sculpture,henry moore,john-foster-dulles-allee,0104,11001001,10557,bronze,1985,https://photos.app.goo.gl/vccddkgfodsur24l7,Q19759066,category:large divided oval: butterfly - henry moore (lh 571b),52.5179289,13.364366
437319063,wilhelm von humboldt,,,unter den linden,0101,11001001,10117,,,http://commons.wikimedia.org/wiki/file:statue_unter_den_linden_6_%28mitte%29_wilhelm_von_humboldt.jpg,Q24976694,"category:statue of wilhelm von humboldt, berlin",52.5176016,13.3934583
437319127,alexander von humboldt,,,unter den linden,0101,11001001,10117,,,http://commons.wikimedia.org/wiki/file:humboldt_alexander.jpg,Q17351109,"category:statue of alexander von humboldt, berlin",52.5176423,13.3940809
437319587,walther tell,statue,,friedrichstraße,0101,11001001,10117,bronze,,,Q121841202,,52.5172656,13.3886648
440104695,aus der asche unserer toten,statue,hans kies,ostendgestell,0909,11009009,12459,bronze,1966,,Q112845540,category:aus der asche unserer toten keimt die neue saat (hans kies),52.4655419,13.5458011
459656857,knabe mit fisch,statue,,anton-saefkow-straße,0301,11003003,10407,,,,Q96464668,category:knabe mit fisch (volkspark anton saefkow),52.5388231,13.4367861
510056630,walrosse,statue,stephan horota,gleimstraße,0301,11003003,10437,,,,Q111008339,file:stefan horota walrosse.jpg,52.5461714,13.4044029
520288357,goldstatue / venus,statue,,hermann-hesse-straße,0311,11003003,13156,stone,,,Q115610737,"category:venus (hermann-hesse-straße 19, berlin-niederschönhausen)",52.5802136,13.4001013
520436149,"""inge""",statue,walter arnold,blankenburger straße,0311,11003003,13156,bronze,1950,,Q109773004,category:mädchen (1950 by walter arnold),52.5785282,13.4078914
536404808,hauptmann von köpenick,statue,spartak babajan,rosenstraße,0910,11009009,12555,bronze,1996,,Q110163243,category:statue of the captain of köpenick in front of the town hall köpenick,52.4457848,13.5747384
558903414,blauer obelisk,statue,hella santarossa,theodor-heuss-platz,0405,11004004,14052,,,"http://commons.wikimedia.org/wiki/file:brunnen_in_berlin-charlottenburg,_blauer_obelisk_1.jpg",Q113622654,,52.5093574,13.2721555
564683254,blutmauer,relief,,möllendorffstraße,1103,11011011,10367,,,,Q108627805,,52.5143052,13.4786734
616121956,gorilla bobby,statue,fritz behn,hardenbergplatz,0104,11001001,10787,microgabbro,1938,,Q117767267,category:gorilla bobby (fritz behn),52.5062459,13.3392782
660473318,,,,buschrosenplatz,0802,11008008,12347,,,,,,52.4552991,13.441041
663611903,wilder eber,sculpture,paul gruson,platz am wilden eber,0403,11004004,14199,bronze,,,Q116447616,,52.470507,13.2898187
664566378,nichtgeburtstagsbrunnen,sculpture,heinrich brummack,rahel-varnhagen-promenade,0202,11002002,10969,,,,Q114684307,file:berlin-kreuzberg theodor-wolff-platz nichtgeburtstagskanne.jpg,52.5015038,13.3899479
667211397,der sieger,sculpture,louis tuaillon,reichsstraße,0405,11004004,14052,,,http://commons.wikimedia.org/wiki/file:stuebenplaz_der_sieger.jpg,Q61767684,,52.5163909,13.2605451
671179733,himalayator,installation,,am tierpark,1101,11011011,10319,,2022,,,,52.5077008,13.5326966
671776286,der ringer,sculpture,hugo lederer,preußenallee,0405,11004004,14052,bronze,1908,https://commons.wikimedia.org/wiki/file:skulptur_preu%c3%9fenallee_1_(westend)_l%c3%a4ufer%26hugo_lederer%261929.jpg,Q61767717,category:ringer (hugo lederer),52.5088625,13.2592594
673749057,richtkrone,sculpture,,allee der kosmonauten,1001,11010010,12681,,,,Q107987281,category:richtkrone (alfred bernau),52.5254842,13.5441248
675331859,kniende engel,sculpture,joseph limburg,liesenstraße,0101,11001001,13355,,,http://commons.wikimedia.org/wiki/image:engel_limburg_liesenstrasse_berlin.jpg,,,52.5390217,13.378496
675331882,kniende engel,sculpture,joseph limburg,liesenstraße,0101,11001001,13355,,,http://commons.wikimedia.org/wiki/image:engel_limburg_liesenstrasse_berlin.jpg,,,52.5390727,13.3785772
686064057,rossebändiger,sculpture,peter clodt von jürgensburg,elßholzstraße,0701,11007007,10781,bronze,,,Q117352679,,52.4919354,13.3578249
686064059,rossebändiger,sculpture,peter clodt von jürgensburg,elßholzstraße,0701,11007007,10781,bronze,,,Q117352664,,52.4928921,13.3579195
695817659,rotkäppchen,sculpture,,am friedrichshain,0201,11002002,10407,,,,,,52.5280282,13.4267825
695817673,hänsel,sculpture,,am friedrichshain,0201,11002002,10407,,,,,,52.528001,13.426547
695817677,brüderchen und schwesterchen,sculpture,,am friedrichshain,0201,11002002,10407,,,,,,52.5278625,13.4267372
695817684,hans im glück,sculpture,,am friedrichshain,0201,11002002,10407,,,,,,52.5278929,13.4265403
695817688,gretel,sculpture,,am friedrichshain,0201,11002002,10407,,,,,,52.5279303,13.4265266
695817693,der gestiefelte kater,sculpture,,am friedrichshain,0201,11002002,10407,,,,,,52.5280371,13.4265794
695817713,die sieben raben,sculpture,,am friedrichshain,0201,11002002,10407,,,,,,52.5280326,13.4266821
695817716,aschenputtel,sculpture,,am friedrichshain,0201,11002002,10407,,,,,,52.5278779,13.4266378
702232719,bär,statue,birgit horota,wichertstraße,0301,11003003,10439,bronze,,,Q116109984,category:bär (birgit horota),52.5489435,13.4216955
736236928,gisela freier kunstraum lichtenberg,,,giselastraße,1112,11011011,10317,,,,,,52.5048336,13.490377
765104600,comeniusdenkmal,sculpture,josef vajce,uthmannstraße,0801,11008008,12043,,1992,file:comenius-garten monument1.jpg,Q110226514,,52.4751172,13.442504
774659676,pallasseum,mural,gert and daniel neuhaus,pallasstraße,0701,11007007,10781,,2016,,,,52.494397,13.3587074
787496743,pendelobelisk,sculpture,karl schlamminger,joachimsthaler straße,0401,11004004,10719,bronze,2003,file:karl schlamminger - pendelobelisk.jpg,Q116210144,category:pendelobelisk,52.5032321,13.3309651
821572992,riding bikes,sculpture,robert rauschenberg,fontaneplatz,0104,11001001,10785,,,https://commons.wikimedia.org/wiki/file:berlin_tiergarten_rauschenberg.jpg,Q116278022,,52.5082003,13.3752627
829831964,uhr der fließenden zeit,sculpture,mr. prof. dr. dr. bernard gitton,budapester straße,0401,11004004,10787,,,,Q1348104,category:uhr der fließenden zeit,52.5046128,13.3375539
846286953,die sieben schwaben,sculpture,hans-georg damm,hohenzollerndamm,0402,11004004,10707,iron,,http://commons.wikimedia.org/wiki/file:berlin_7_schwaben.jpg,Q115857338,,52.4905682,13.3147564
907811981,stier,statue,paul mersmann,alboinplatz,0701,11007007,12105,,1937,http://commons.wikimedia.org/wiki/file:alboinplatz1_skulptur_berlin.jpg,Q61768956,,52.4587194,13.3696293
928109875,froschkönig,sculpture,,am friedrichshain,0201,11002002,10407,,,,,,52.5279441,13.4267687
928109881,froschkönig,sculpture,,am friedrichshain,0201,11002002,10407,,,,,,52.527933,13.426866
928109883,mutter mit kind,statue,,virchowstraße,0201,11002002,10249,,,,Q110597141,category:mutter mit kind (edmund gomansky),52.5275618,13.4390901
928109885,,sculpture,,virchowstraße,0201,11002002,10249,metal,,,,,52.5281558,13.4398003
928109887,froschkönig,sculpture,,am friedrichshain,0201,11002002,10407,,,,,,52.5279553,13.4266689
940860722,kino,installation,peter friedl,gipsstraße,0101,11001001,10119,,,,,,52.5269217,13.3991902
944470543,zeitnadel,sculpture,hella de santarossa,matthäikirchplatz,0104,11001001,10785,,,,Q110815944,category:zeitnadel (hella santarossa),52.5085925,13.3678133
946239604,brücken der begegnung,sculpture,christian günther,wilmersdorfer straße,0401,11004004,10627,metal,,,Q120320569,,52.5080438,13.3061926
952591102,der gestürzte krieger,sculpture,markus lüpertz,lotte-lenya-bogen,0401,11004004,10623,bronze,,,Q110859968,category:der gestürzte krieger (berlin),52.5052106,13.3288628
966034386,hans joachim von zieten,sculpture,,anton-wilhelm-amo-straße,0101,11001001,10117,,,,Q24976973,,52.5116599,13.3843932
968157718,perspektiven,sculpture,volker bartsch,boltzmannstraße,0605,11006006,14195,bronze,,,Q118371545,,52.4476977,13.2800281
972802473,versus,sculpture,karl menzen,kurfürstendamm,0407,11004004,10711,steel,1993,https://commons.wikimedia.org/wiki/file:halensee_kurf%c3%bcrstendamm_skulptur_versus-1.jpg,Q123163856,category:versus (karl menzen),52.497279,13.2929936
1023960809,flamme,sculpture,bernhard heiliger,ernst-reuter-platz,0401,11004004,10587,,,,Q110390673,,52.5132366,13.3230221
1038089721,obelisk am henriettenplatz,sculpture,heinz mack,kurfürstendamm,0407,11004004,10711,bronze,,,Q110549210,,52.4972933,13.2906031
1049418449,interior space,sculpture,rainer fest,tom-trotter-weg,0605,11006006,14195,granite,,,Q115171921,,52.4557872,13.2975889
1069490670,berlin,sculpture,,a 115,0606,11006006,14109,bronze,1956,https://commons.wikimedia.org/wiki/file:meilenstein115.jpg,Q108497101,,52.4186939,13.1964052
1098163349,doppelgängeradmiral,sculpture,ludmila seefried-matějková,,0202,11002002,10999,,1985,,Q116202552,file:dvojník admirála.jpg,52.4972324,13.4164208
1200367951,balanceakt,sculpture,,zimmerstraße,0202,11002002,10117,,,http://commons.wikimedia.org/wiki/file:kreuzberg_berlin_nationaldenkmal_2.jpg,Q804621,category:balanceakt by stephan balkenhol,52.5080234,13.3986047
1221616930,avus motorradfahrer denkmal (ewald kluge und ernst jakob henne),sculpture,max esser,messedamm,0405,11004004,14055,bronze,,http://de.wikipedia.org/w/index.php?title=datei:motor_cycle_racers_by_max_esser-mutter_erde_fec.jpg&filetimestamp=20070714234212,Q116459916,,52.5032801,13.2785055
1231231455,fischreiterin,sculpture,georges morin,pariser straße,0402,11004004,10719,bronze,,,Q18624116,,52.4971115,13.3244802
1238189462,mind the gap,,,bornholmer straße,0301,11003003,10439,,,,Q123617400,,52.554612,13.397881
1239899685,"arc de 124,5°",sculpture,bernar vernet,an der urania,0701,11007007,10787,,1987,,Q20715412,,52.5014039,13.3471466
1244624814,bertolt brecht,sculpture,igael tumarkin,wallstraße,0101,11001001,10179,steel,,file:igael_tumarkin_-_bertolt_brecht.jpg,Q119790670,,52.5141726,13.4147557
1244624838,rolandstatue,statue,,wallstraße,0101,11001001,10179,,1905,file:statue_wallstr_54_(mitte)_roland_von_brandenburg_1905.jpg,Q123245815,category:roland of brandenburg (1905 copy),52.5137515,13.4148018
1257857018,galerie am tuchollaplatz,,,türrschmidtstraße,1112,11011011,10317,,,,,,52.5027881,13.479651
1270806845,zwei beton-cadillacs in form der nackten maja,sculpture,wolf vostell,a 100,0404,11004004,10711,,1987,http://commons.wikimedia.org/wiki/file:rathenauplatz.jpg,Q110724226,,52.4947941,13.2855955
1298380958,harmonikaspieler,sculpture,jan skuin,platz beuth,0105,11001001,13353,metal,1994,,Q118737825,category:harmonikaspieler (jan skuin),52.5456839,13.3530508
1298380965,torskulptur,sculpture,rüdiger roehl,platz beuth,0105,11001001,13353,metal,1994,,Q118744401,,52.5455675,13.352811
1321868819,kd24,,,karpfenteichstraße,0902,11009009,12435,,,,,,52.4842309,13.4683222
1327973338,der sieger,statue,,platanenallee,0104,11001001,10557,,,https://photos.app.goo.gl/5yvwffnv1xiklwb28,Q96355999,category:der sieger (statue),52.5160518,13.3647248
1327995113,liegender bison ⅱ,statue,rudolf siemering,bremer weg,0104,11001001,10785,bronze,1898,,Q117794595,category:liegender bison ii (rudolf siemering),52.5151009,13.3692807
1327995127,knabe mit pony,statue,erdmann encke,spreeweg,0104,11001001,10557,bronze,,,Q22330291,category:pony und knappe by erdmann encke,52.5170599,13.3505924
1327995129,theodor fontane,statue,,thomas-dehler-straße,0104,11001001,10787,,,,Q24976712,category:theodor fontane by max klein,52.5098344,13.3482818
1327995132,sonnenuhr,,,altonaer straße,0104,11001001,10557,,1989,file:skulptur sonnenuhr altonaer straße großer tiergarten berlin 01.jpg,Q111550172,category:sundial at altonaer straße (großer tiergarten),52.5173476,13.3476441
1327995135,florastatue,statue,,bremer weg,0104,11001001,10785,,,,Q96398122,category:flora (großer tiergarten),52.5141107,13.3564767
1327995149,das deutsche volkslied,statue,louis sussmann-hellborn,großer weg,0104,11001001,10787,kunststein,1993,,Q28154506,"file:tiergarten, berlin (2015) - 06.jpg",52.5101567,13.350201
1354983429,,sculpture,käthe kollwitz,,0301,11003003,,,,,,,52.540823,13.4280446
1354983430,das schiff zur rettung der unschuld der kunst,sculpture,thomas richter & martin wilke,diesterwegstraße,0301,11003003,10405,,,,Q116152270,,52.5418053,13.4278901
1361287218,stehende und ruhende gruppe,statue,sabina grzimek,lützowplatz,0104,11001001,10785,bronze,1995,,,,52.5046744,13.3531239
1367897361,minerva-statue,statue,bartholomeus eggers,spandauer damm,0401,11004004,14059,stone,1740,https://photos.app.goo.gl/gmc9ppuwvb4amv4s7,Q115684480,category:statue of minerva in charlottenburg palace,52.5216132,13.2934185
1367897362,victoriasäule,sculpture,,luisenplatz,0401,11004004,14059,,,https://photos.app.goo.gl/ngdxvxbbxgj6pks86,,,52.5212378,13.298734
1370678060,ringer,statue,wilhelm haverkamp,carl-leid-weg,0105,11001001,13351,bronze,,,Q115652503,category:ringer (wilhelm haverkamp),52.5508681,13.3344915
1379551597,,sculpture,,apollofalterallee,1002,11010010,12683,,,file:stadtpark biesdorf (berlin) 2v4.jpg,Q114859982,category:zwei steinskulpturen (stadtpark biesdorf),52.5042432,13.5662884
1401746984,victoriasäule,sculpture,,luisenplatz,0401,11004004,14059,,,https://photos.app.goo.gl/jk9bs9zshu7kgkpv5,,,52.5213267,13.2987289
1406133540,global stone project,stone,,ahornsteig,0104,11001001,10785,,,,Q120816,,52.5131029,13.3735594
1408609515,genoveva-brunnen,sculpture,hermann k. hosaeus,harriesstraße,0503,11005005,13629,,1928,,Q114454793,category:genoveva-brunnen,52.5465289,13.2618592
1413101518,mutter und kind,sculpture,wilhelm von winterfeld,dihlmannstraße,0503,11005005,13629,,1930,,Q110111118,,52.5445198,13.2650769
1416963552,erwachendes mädchen,sculpture,josef limburg,bismarckstraße,0601,11006006,12167,bronze,,,Q116312247,,52.4486643,13.3363725
1416963553,begegnung,statue,hildegard leest,am eichgarten,0601,11006006,12167,muschelkalk,1959,https://commons.wikimedia.org/wiki/file:berlin-steglitz_stadtpark_hildegart_leest_begegnung.jpg,Q121600808,category:begegnung (hildegard leest),52.4462374,13.3358046
1417050252,spielende zicklein (spielende böcklein),sculpture,wilhelm von winterfeld,rapsstraße,0503,11005005,13629,,1929,,Q116180271,"category:""spielende zicklein"" (wilhelm von winterfeld)",52.5451877,13.2614569
1417050258,streitende knaben,sculpture,wilhelm von winterfeld,harriesstraße,0503,11005005,13629,,1929,,Q114156260,"category:""streitende knaben"" (wilhelm von winterfeld)",52.5457309,13.261328
1417050260,spielende bärenkinder,sculpture,wilhelm von winterfeld,rapsstraße,0503,11005005,13629,bronze,1929,,Q116818842,category:spielende bären (wilhelm von winterfeld),52.5452171,13.2616847
1417108109,seerobben-brunnen,sculpture,hermann hosaeus,goebelstraße,0503,11005005,13629,,1932,,Q127700018,file:robbenbrunnen (rest) berlin-spandau-1.jpg,52.5394457,13.2704446
1425321884,foundation,stone,jan zappe,döberitzer verbindung,0102,11001001,10557,rock,2020,,,,52.5284807,13.3630203
1426869595,zwei seehunde,sculpture,rose-marie stiller,am stadtpark,0601,11006006,12167,muschelkalk,1975,,Q117815197,,52.4480546,13.3343853
1455800878,segnender christus,statue,abele,stargarder straße,0301,11003003,10437,marble,,,Q117025952,"category:christus (gethsemanekirche, berlin)",52.5476281,13.4156788
1455800958,der geistkämpfer,statue,ernst barlach,stargarder straße,0301,11003003,10437,bronze,,,Q113406480,,52.5475654,13.4162315
1463876187,kauerndes mädchen,sculpture,,hermann-hesse-straße,0311,11003003,13156,,,,Q109771227,,52.58023,13.4004364
1472017861,,,,alter bernauer heerweg,0309,11003003,13125,,,,,,52.6664018,13.485249
1472017863,kauernde (informel),,,alter bernauer heerweg,0309,11003003,13125,,,,,,52.666827,13.485589
1472017864,,,,alter bernauer heerweg,0309,11003003,13125,,,,,,52.667514,13.485739
1472017865,,,,alter bernauer heerweg,0309,11003003,13125,,,,,,52.669101,13.485568
1472017879,,,,hobrechtsfelder dorfstraße,0309,11003003,16341,,,,,,52.6648277,13.4849755
1472017880,,,,hobrechtsfelder dorfstraße,0309,11003003,16341,,,,,,52.664441,13.4848909
1482191891,galileo,sculpture,mark di suvero,tunnel tiergarten spreebogen,0104,11001001,10785,,,,,,52.5065312,13.3723798
1482191892,"prince frederick arthur of homburg, general of cav",sculpture,frank stella,tunnel tiergarten spreebogen,0104,11001001,10785,,,http://upload.wikimedia.org/wikipedia/commons/thumb/1/11/jt_frank_stella_prince_frederick_arthur_of_homburg.jpg/120px-jt_frank_stella_prince_frederick_arthur_of_homburg.jpg,Q119295365,,52.5076242,13.3722791
1482191893,boxers,sculpture,keith haring,tunnel tiergarten spreebogen,0104,11001001,10785,,,"http://commons.wikimedia.org/wiki/file:boxer_von_keith_haring,_1987,_berlin.jpg",Q20431246,category:boxer by keith haring (berlin),52.5087669,13.371817
1486087545,emma t.,,,lehderstraße,0302,11003003,13086,,,,,,52.5520167,13.4316458
1488982543,schifferbrunnen,sculpture,hermann hosaeus,altonaer straße,0103,11001001,10555,concrete,,,Q113952229,category:schifferbrunnen (berlin-hansaviertel),52.5195376,13.3388397
1489096811,auge der nemesis,sculpture,bernhard heiliger,kurfürstendamm,0401,11004004,10709,,,,Q110544146,,52.4990795,13.3021626
1491865933,heinrich zille,statue,,wallstraße,0101,11001001,10179,,1965,,Q61769334,category:heinrich-zille-denkmal (köllnischer park),52.5132831,13.4137257
1510785267,josé de san martín,statue,carlos maría toto,potsdamer straße,0104,11001001,10785,bronze,2001,https://commons.wikimedia.org/wiki/file:statue_for_jos%c3%a9_de_san_mart%c3%adn_in_berlin.jpg,Q110248679,category:josé de san martin (carlos maria toto),52.5070679,13.3692707
1510785644,simón bolívar,statue,pietro tenerani,reichpietschufer,0104,11001001,10785,bronze,1998,https://commons.wikimedia.org/wiki/file:statue_potsdamer_str_41_(tierg)_simon_bolivar%26pietro_tenerani_und_martin_toledo%261997.jpg,Q110246994,category:statue of simón bolívar in berlin,52.5064853,13.3689769
1530424466,räumliche transparenz,sculpture,,alter markt,0910,11009009,12555,,,,,,52.4456788,13.5788115
1540680347,nixenspiel,sculpture,christine gersch & igor jerschov,am speicher,0201,11002002,10245,,,,Q71392323,,52.4960798,13.4751523
1551950488,klingende blume,sculpture,achim kühn,bernhard-langwaldt-weg,0901,11009009,12435,steel,1985,,Q25063930,category:klingende blume,52.4933344,13.4623815
1555473622,das tanzende paar,sculpture,joachim schmettau,hermannplatz,0801,11008008,10967,bronze,1985,file:hermannplatz3_berlin_neukoelln.jpg,Q115871249,category:tanzendes paar (berlin-neukölln),52.4870919,13.4248066
1561640301,mutter heimat,statue,jewgeni wiktorowitsch wutschetitsch,puschkinallee,0901,11009009,12435,granite,1946,,,,52.4882794,13.4671874
1608998742,hegel,statue,,hegelplatz,0101,11001001,10117,,,file:hegel berlin 4 2013 1.jpg,Q61769305,category:hegel memorial (berlin),52.5193186,13.3936026
1620659431,willy-brandt-skulptur,sculpture,rainer fetting,wilhelmstraße,0202,11002002,10963,,,,,,52.500196,13.388107
1659884039,,sculpture,otto stahn,utrechter straße,0105,11001001,13347,,~1895,,,file:strassenbrunnen-malplaquet-utrechter.jpg,52.550696,13.3598608
1689026709,,,,wuhletalstraße,1001,11010010,12687,,,,,,52.5620643,13.5685847
1706380540,bär mit spielenden kindern,sculpture,hermann pagel,bärenplatz,0406,11004004,13627,,1925,,,,52.5411161,13.2944574
1746996179,reiterdenkmal,statue,willibald fritsch,treskowallee,1102,11011011,10318,bronze,1925,"file:trabrennbahn karlshorst, reiterstandbild.jpg",Q105045365,category:reiterdenkmal (berlin-karlshorst),52.4777233,13.5252974
1758524142,die windsbraut ii,sculpture,erich f. reuter,gertrud-hanna-promenade,0703,11007007,12101,,1965,,,,52.472788,13.3757286
1759712216,illusion,mural,,stübbenstraße,0701,11007007,10779,,,,,,52.4898334,13.3377822
1768536503,knabe mit tintenfisch,sculpture,eduardo rossi,albrechtstraße,0703,11007007,12099,bronze,,,Q110088009,,52.4607221,13.3887559
1773502040,der spreekieker,sculpture,gertrud bergmann,arcostraße,0401,11004004,10587,bronze,,,Q116510532,,52.5201825,13.3083717
1777959932,,sculpture,,suhler straße,1005,11010010,12629,,,https://commons.wikimedia.org/wiki/file:skulptur_fliege_suhler_stra%c3%9fe_20-22_berlin-hellersdorf_03.jpg,,category:fly sculpture suhler straße 20/22 (berlin-hellersdorf),52.5377811,13.5856628
1782761803,bärenbrunnen,sculpture,,oberlandgarten,0703,11007007,12099,,,,Q114563439,,52.4629164,13.4147681
1784732579,harmonikaspieler,sculpture,hans hennig,friedrichshagener straße,0910,11009009,12555,bronze,1965,,Q115574954,category:harmonikaspieler (hans-detlev hennig),52.4523507,13.5835814
1812621502,litfaß-denkmal,sculpture,,litfaß-platz,0101,11001001,10178,,,https://commons.wikimedia.org/wiki/file:denkmal_ernst_litfa%c3%9f_litfa%c3%9fs%c3%a4ule_litfa%c3%9f-platz_berlin-mitte.jpg,Q114779761,category:ernst litfaß monument (litfaß-platz),52.5217357,13.4032053
1834142967,structure,sculpture,sol lewitt,hallesches ufer,0202,11002002,10963,aluminium,1994,,,,52.4993137,13.3812321
1845012420,,statue,,steegerstraße,0106,11001001,13359,,,,,,52.5607905,13.3957816
1845013456,balzender truthahn,statue,,steegerstraße,0106,11001001,13359,bronze,,https://commons.wikimedia.org/wiki/file:skulptur_steegerstr_14_(gesbr)_balzender_truthahn%26%263.jpg,Q123034284,"category:balzender truthahn (steegerstraße 14/15, berlin-gesundbrunnen)",52.5618335,13.3949703
1849165754,,sculpture,,kreuzbergstraße,0202,11002002,10965,,,,,,52.4892991,13.3808892
1881346242,köpfe und schwanz,sculpture,alexander calder,reichpietschufer,0104,11001001,10785,steel,,,Q110779951,category:têtes et queue (alexander calder),52.5067382,13.3668622
