public_artwork_id,artwork_name,artwork_type,artist_name,street,neighbourhood_id,district_id,postal_code,material,start_date,image,wikidata,wikimedia_commons,latitude,longitude
2985100365,die grünen menschen,sculpture,erdmute und alessandro carlini,hohenzollerndamm,0402,11004004,10707,,,,Q116483757,,52.4901363,13.3133425
2988617786,das schicksal wirkt,sculpture,raoul ratnowsky,kladower damm,0506,11005005,14089,bronze,1977..1982,,Q123193587,,52.4630694,13.1639949
2995723891,"2,43° vorwärts geneigt",sculpture,rolf lieberknecht,gülzower straße,1005,11010010,12619,,,,Q108443509,"category:2,43° vorwärts geneigt (rolf lieberknecht)",52.5179598,13.5893794
3005740603,amor-statue,statue,,hohe brücke,0401,11004004,14059,bronze,,https://photos.app.goo.gl/aqx2mdemu3hfbxw56,,,52.524484,13.293265
3009923713,,sculpture,,birnenallee,1002,11010010,12683,,,https://commons.wikimedia.org/wiki/file:einstieg_wuhle-wanderweg.jpg,Q121362423,"category:sculpture at wuhletal-wanderweg (altentreptower straße, berlin-hellersdorf)",52.5134965,13.5736986
3013554382,holzesel,,,kurfürstendamm,0407,11004004,10709,,,,,,52.4975686,13.2984174
3015494647,hans scharoun,sculpture,,heilmannring,0406,11004004,13627,,,,,,52.5353657,13.2829092
3018974447,zur sonne,sculpture,raoul ratnowsky,kladower damm,0506,11005005,14089,,1981/1982,,Q123195445,,52.4614499,13.1603261
3039049748,,relief,,an der industriebahn,0302,11003003,13088,stone,,,,,52.5632319,13.4612788
3095783229,die badende,statue,ferdinand lepcke,prinz-friedrich-leopold-straße,0606,11006006,14129,bronze,,,Q116312788,,52.4306065,13.1942479
3121844829,kopfbewegung,sculpture,"josefine günschel, margund smolka",rudower chaussee,0907,11009009,12489,plastic;steel;aluminum,2008,,Q110425463,category:kopfbewegung (berlin-adlershof),52.4314296,13.5329979
3181885304,seelöwe,statue,willy ernst schade,große seestraße,0302,11003003,13086,stone,1925,file:skulptur_am_weißen_see_(weißs)_zwei_seelöwen&willy_ernst_schade&1925.jpg,,category:zwei seelöwen (willy ernst schade),52.5553914,13.4612967
3269458078,sonne,sculpture,alfred paul trenkel,werbellinstraße,0801,11008008,12053,bronze,,,Q114598007,,52.4772114,13.4309467
3342165275,diana mit jagdhund,statue,carl philipp glume,am tierpark,1101,11011011,10319,sandstone,1990,,,,52.5050444,13.5231509
3342165941,terpsichore,statue,carl philipp glume,am tierpark,1101,11011011,10319,sandstone,1987,,,,52.5054466,13.5229384
3342166117,meleager,statue,unknown,am tierpark,1101,11011011,10319,sandstone,1989,,,,52.5055278,13.5233448
3342166489,pomona,statue,carl philipp glume,am tierpark,1101,11011011,10319,sandstone,1988,,,,52.5058525,13.5227135
3342166620,flora,statue,carl philipp glume,am tierpark,1101,11011011,10319,sandstone,1989,,,,52.5059337,13.5231292
3354141036,flügeltor,sculpture,reinhard haverkamp,straße des 17. juni,0401,11004004,10623,,,,Q110657591,,52.5125753,13.3269512
3378340880,viktoria,statue,friedrich drake,großer stern,0104,11001001,10785,,,https://photos.app.goo.gl/z5euhxjtytyhl4mf8,Q63341600,file:victoria goldelse siegessaeule berlin.jpg,52.5145076,13.35011
3389744527,pieta,statue,jürgen pansow,waisenstraße,0101,11001001,10179,,1978,"file:berlin klostekirche, pieta - panoramio.jpg",Q111152557,category:pieta (jürgen pansow),52.518335,13.413111
3391940827,,mural,kobe eins,lützenstraße,0407,11004004,10711,,,,,,52.4994581,13.2884954
3413849132,vater mit zwei kindern,statue,stephan horota,else-jahn-straße,0302,11003003,13088,,,,Q111007959,"category:vater mit zwei töchtern (stephan horota, berlin-weißensee)",52.5523481,13.4700591
3463835839,athena bewaffnet den krieger,sculpture,karl heinrich möller,schloßbrücke,0101,11001001,10178,,,,Q24915444,,52.5174825,13.3986916
3463835840,athena unterrichtet den jungen im waffengebrauch,sculpture,hermann schievelbein,schloßbrücke,0101,11001001,10117,,,,Q24915443,,52.5174668,13.3984649
3463835841,der jüngling wird von athena in neuen kampf geführt,sculpture,albert wolff,schloßbrücke,0101,11001001,10117,marble,1853,file:statue on bridge over spree river (28622965171).jpg,Q24915452,category:der jüngling wird von athena in neuen kampf geführt (albert wolff),52.517767,13.3984095
3463835842,der junge held wird von athena beschützt,sculpture,gustav blaeser,schloßbrücke,0101,11001001,10178,,,,Q24915445,,52.5177804,13.3986401
3463835844,iris trägt den gefallenen helden zum olymp empor,sculpture,august wredow,schloßbrücke,0101,11001001,10178,,,,Q24977010,,52.5177921,13.3988771
3463835845,nike krönt den sieger,sculpture,friedrich drake,schloßfreiheit,0101,11001001,10178,,,,Q24977009,,52.5174974,13.3989235
3463835846,nike lehrt den knaben heldensagen,sculpture,emil wolff,schinkelplatz,0101,11001001,10117,,,,Q25064541,,52.5174558,13.3982317
3463835847,nike richtet den verwundeten,sculpture,ludwig wilhelm wichmann,schloßbrücke,0101,11001001,10117,,,,,,52.5177435,13.3981738
3513338377,herkules im kampf mit dem nemeischen löwen,statue,johann gottfried schadow,am köllnischen park,0101,11001001,10179,sandstone,1791,"file:berlin,_mitte,_köllnischer_park,_herkules_im_kampf_mit_dem_nemeischen_löwen,_schadow_und_boy.jpg",Q26703182,category:herkules im kampf mit dem nemëischen löwen (conrad nicolaus boy after johann gottfried schadow),52.5130495,13.4153741
3530856515,,statue,,otto-ludwig-straße,0401,11004004,10623,,,,,,52.5045535,13.3225055
3561951258,drei nadeln,sculpture,achim kühn,sterndamm,0904,11009009,12487,steel,1993,,Q110445008,file:achim kühn windspiel 01.jpg,52.4435287,13.503411
3586058294,berlin history,sculpture,kani alavi,unter den linden,0101,11001001,10117,,,,,,52.5170619,13.3862073
3586058295,kesha,sculpture,"innokenti baranov, innokenti.de",spreegasse,0101,11001001,10178,,,,,,52.5202282,13.4029683
3586058296,o - bar,sculpture,ute faber,leipziger straße,0101,11001001,10117,,,,,,52.5109757,13.3933475
3586058303,,sculpture,,asternweg,1202,11012012,13629,,,,,,52.5527674,13.2919571
3609724210,kostümfest,mural,erwin damerow,peter-hille-straße,0911,11009009,12587,"ceramic, concrete",1967,,,,52.4535658,13.6208232
3609724218,puppenspieler,mural,erwin damerow,peter-hille-straße,0911,11009009,12587,"ceramic, concrete",1967,,,,52.4540528,13.6208681
3649710393,absent,mural,innerfields,walter-nicklitz-promenade,0106,11001001,13357,,,,Q115918144,,52.5483134,13.3722576
3661183031,tilted donut wedge with two balls,sculpture,,friedrichstraße,0202,11002002,10969,,,,Q25064524,file:berlin-kreuzberg_bessepark_tilted_donut_wedge_with_two_balls.jpg,52.5035251,13.3914352
3666632738,der letzte postilion,statue,hans schmidt,geisbergstraße,0701,11007007,10777,stone,1925,,Q122677828,"file:welserstraße, ecke geisbergstraße,berlin (9882423503).jpg",52.4974163,13.3420421
3666694557,johannes zwingli,statue,martin götze,rudolfstraße,0201,11002002,10245,bronze,1907,,Q129254943,"file:zwingli-kirche, rudolfstraße ecke danneckerstraße, berlin-friedrichshain (6344047053).jpg",52.5035684,13.4548054
3676215900,,sculpture,,rathausstraße,0101,11001001,10178,,,,,,52.5202568,13.4100287
3706775794,bär mit spielenden kindern,sculpture,vincenz repnik,bärenplatz,0406,11004004,13627,,2011,,,,52.5410749,13.2943636
3707252526,jim knopf,sculpture,,niebuhrstraße,0401,11004004,10629,,,,,,52.5047538,13.3150553
3707252527,lukas der lokomotivführer,sculpture,,niebuhrstraße,0401,11004004,10629,,,,,,52.5047851,13.3150183
3711007085,junger arbeiter,statue,christa sammler,große seestraße,0302,11003003,13086,,,,Q111142712,"category:junger arbeiter (christa sammler, berlin-weißensee)",52.5557264,13.4625287
3712887288,,mural,,goebenstraße,0701,11007007,10783,,,,Q113805546,,52.494378,13.3622601
3713588210,through the looking glass,mural,ute lindner,savignyplatz,0401,11004004,10623,,,,,,52.5052299,13.3223327
3724370517,,sculpture,dietrich arlt-aeras,richard-wagner-straße,0401,11004004,10585,bronze,1983,,Q123158053,file:skulptur richard-wagner-str 30 (charl) menschendarstellung&dietrich arlt-aeras&1983.jpg,52.5150006,13.3071424
3740646042,,statue,,rungestraße,0101,11001001,10179,wood,,,,file:sculpture bear köllnischer park berlin-mitte.jpg,52.5127787,13.4151499
3769770470,klinker-widder,statue,,rudolstädter straße,0402,11004004,10713,,,,Q114815571,,52.4870909,13.3035943
3781928047,pan mit doppelflöte,sculpture,ursula hanke-förster,biesestraße,0604,11006006,14165,bronze,1962,,Q78358252,,52.4251071,13.2576046
3783466951,schwermütige frauen,sculpture,gottlieb elster,prinz-handjery-straße,0604,11006006,14167,copper,,https://commons.wikimedia.org/wiki/file:gottlieb_elster_-_mutter_erde_fec.jpg,,,52.4270384,13.2644785
3786417057,quadriga mit victoria,statue,johann gottfried schadow,platz des 18. märz,0101,11001001,10117,,1793,,,,52.51627,13.3777021
3812670240,skulpturengarten im avk,sculpture,,rubensstraße,0701,11007007,12157,,,,Q2293079,,52.4643053,13.3461441
3817568959,lebensfreude,relief,karl blümel,erwin-bock-straße,0910,11009009,12559,sandstone;granite,1989,,,,52.440117,13.593739
3830247505,quelle (fluss stationen),sculpture,susanne specht,corneliusstraße,0104,11001001,10785,,,,Q110518833,category:quellstein (susanne specht),52.5061827,13.3513236
3830247506,wasserstein (fluss stationen),sculpture,susanne specht,corneliusstraße,0104,11001001,10787,stone,,,,,52.5067251,13.350077
3830247507,wassertor (fluss stationen),sculpture,susanne specht,corneliusstraße,0104,11001001,10787,,,,Q110517852,category:wassertor (susanne specht),52.5072177,13.3487943
3875090305,kunstaustellungsraum björn saul,,björn saul,karl-kunger-straße,0901,11009009,12435,,,,,,52.4898944,13.4491905
3900580951,skulptur für götz friedrich,sculpture,günther uecker,bismarckstraße,0401,11004004,10627,bronze,2008,https://commons.wikimedia.org/wiki/file:denkmal_bismarckstr_35_(charl)_g%c3%b6tz_friedrich2.jpg,Q121379250,category:skulptur für götz friedrich (günther uecker),52.5120508,13.3088998
3957504657,,,,friedrichsberger straße,0201,11002002,10243,,,,,,52.5204639,13.4348979
4010287438,der betrachter,sculpture,frank dornseif,riesaer straße,1005,11010010,12627,steel,1996,https://commons.wikimedia.org/wiki/file:riesaer_str_hellersdorf_2012-02-16_ama_fec_(2).jpg,Q108537805,category:der betrachter (frank dornseif),52.5297925,13.6245661
4010288621,der zeichner,sculpture,frank dornseif,riesaer straße,1005,11010010,12627,steel,1995,https://commons.wikimedia.org/wiki/file:skulptur_der_zeichner_berlin_1v2.jpg,Q108537843,category:der zeichner (frank dornseif),52.5299004,13.6235737
4066032465,mädchen mit apfel,sculpture,christa sammler,dietlindestraße,1103,11011011,10365,bronze,,,Q111143531,"category:mädchen mit apfel (christa sammler, berlin-lichtenberg)",52.5173182,13.5018801
4066702539,lichtenberg um 1780,mural,,rüdigerstraße,1103,11011011,10365,,,,,,52.5162765,13.4938738
4066901416,homunkulus,statue,,bornitzstraße,1103,11011011,10365,concrete,,https://commons.wikimedia.org/wiki/file:skulptur_bornitzstr_101_(liber)_homunkulus.jpg,Q118955043,"category:homunkulus (bornitzstraße, berlin-lichtenberg)",52.5205973,13.4958492
4070855923,,,,alter bernauer heerweg,0309,11003003,13125,,,,,,52.6663664,13.4759087
4097937029,offene berührung,sculpture,volkmar haase,schönwalder allee,0507,11005005,13587,steel,,,Q116888253,"category:offene berührung (evangelisches johannesstift berlin, volkmar haase)",52.5693298,13.1953794
4097937034,samariterbrunnen,sculpture,rolf fässer,schönwalder allee,0507,11005005,13587,,1999,https://commons.wikimedia.org/wiki/file:samariterbrunnen_rolf_f%c3%a4sser.jpg,Q123183254,category:samariterbrunnen (rolf fässer),52.5696928,13.1948469
4113586957,das ding,sculpture,susanne riée,uhlandstraße,0402,11004004,10715,,1968,https://commons.wikimedia.org/wiki/file:susanne_ri%c3%a9e_-_das_ding_01.jpg,Q110801565,,52.4844982,13.3224662
4127536100,woge auf kyanit,sculpture,volkmar haase,platanenallee,0507,11005005,13587,,,,Q116887279,,52.5682672,13.1930908
4127536107,waage,sculpture,volkmar haase,schönwalder allee,0507,11005005,13587,steel,,,Q116884365,"category:woge mit zwei kugeln (evangelisches johannesstift berlin, volkmar haase)",52.5691885,13.194593
4127743696,liebespaar,sculpture,,giesestraße,1004,11010010,12623,,,,Q108537197,,52.5139325,13.6075369
4161683990,dead chicken alley,graffiti,,rosenthaler straße,0101,11001001,10178,,,,,,52.5243118,13.4022758
4161715190,cosmonaut,mural,victor ash,oranienstraße,0202,11002002,10999,,2007,file:astronaut (dsc 5138) (15473672695).jpg,Q18915993,category:astronaut cosmonaut,52.499737,13.4229655
4204354393,,mosaic,walter womacka,weidenweg,0201,11002002,10243,,,,,,52.5178911,13.441792
4213705915,,mural,,unter den linden,0101,11001001,10117,,,,,,52.5165098,13.3803086
4224142271,pyramide,sculpture,josef erben,kurfürstendamm,0401,11004004,10707,,1987,,Q110965650,,52.5016097,13.3193556
4228609162,fischotter mit fisch,sculpture,august gaul,colomierstraße,0607,11006006,14109,,,https://commons.wikimedia.org/wiki/file:brunnen_colomierstr_3_%28wanns%29_fischotter%26august_gaul%261897.jpg,,,52.4287677,13.1652224
4237827407,,sculpture,,liebknechtbrücke,0101,11001001,10178,bronze,1997,https://photos.app.goo.gl/ftqkic2kdjpebv436,,,52.5186817,13.4027414
4266970499,nie wieder krieg,painting,studentenwohnheim,neue hochstraße,0106,11001001,13347,,,,,,52.5390107,13.375053
4267091825,,poster,,gartenstraße,0101,11001001,13355,,,,,,52.5339732,13.3851656
4267824687,venus und amor,sculpture,peter christian breuer,griechische allee,0909,11009009,12459,bronze,1925,,Q109998987,file:2010-11-12 berlin-oberschoenweide frau und amor - ama fec (1).jpg,52.4640781,13.518326
4329788962,spiel mit marionette,sculpture,joachim schmettau,budapester straße,0401,11004004,10789,,1984,,,,52.5048226,13.3364182
4329789137,,sculpture,joachim schmettau,budapester straße,0401,11004004,10789,bronze,1984,,,,52.5048695,13.3362995
4329818349,,mural,,sophienstraße,0101,11001001,10178,,,,,,52.5260652,13.4007155
4329873408,berlin,sculpture,eduardo chillida,willy-brandt-straße,0104,11001001,10557,,2000-10,https://photos.app.goo.gl/dtms5lytr7u29x4o7,Q67080041,category:berlin by chillida,52.5202262,13.3704874
4353173360,löwenkämpfer,statue,,bodestraße,0101,11001001,10178,,,https://photos.app.goo.gl/vrkcscgzjxfwywpt7,Q23954878,"category:löwenkämpfer (berlin, altes museum)",52.5191258,13.3988586
4353173363,amazone zu pferde,statue,,am lustgarten,0101,11001001,10178,,,https://photos.app.goo.gl/fujgt4nvqkbww64xa,Q24036911,"category:amazone zu pferde (berlin, altes museum)",52.5192739,13.3992475
4355240540,kissenbrunnen (plastik),sculpture,karol broniatowski,hugenottenplatz,0310,11003003,13127,"bronze,_beton",,https://commons.wikimedia.org/wiki/file:frzbuchholz_kissenbrunnen_hugenottenplatz_01.jpg,Q121338084,category:kissenbrunnen (karol broniatowski),52.606841,13.4209033
4356365064,große laufende,sculpture,jürgen pansow,rheingoldstraße,1102,11011011,10318,,,,Q109681103,,52.4832254,13.530824
4363579605,diana mit windhunden,sculpture,walter schott,kolonnade,0106,11001001,13357,bronze,,,Q27926535,category:volkspark humboldthain rosengarten jagende nymphe,52.5477323,13.3866571
4381117835,bisonbulle,statue,dietrich rohde,am tierpark,1101,11011011,10319,bronze,1961,,Q112965661,,52.4957774,13.5250466
4405706315,tanzende berolina,sculpture,axel anklam,hausvogteiplatz,0101,11001001,10117,,2004,https://upload.wikimedia.org/wikipedia/commons/2/2c/berlin%2c_hausvogteiplatz%2c_tanzende_berolina_von_axel_anklam.jpg,Q110253191,category:tanzende berolina by axel anklam,52.5128504,13.3969722
4418569518,o. t.,sculpture,pomona zipser,rudi-dutschke-straße,0202,11002002,10969,,1999..2000,,Q115990146,category:ohne titel (pomona zipser),52.5069302,13.3974918
4424580724,heinrich heine,sculpture,carin kreuzberg,köpenicker straße,0101,11001001,10179,,,,Q109654973,file:carin_kreuzberg_heinrich_heine_berlin.jpg,52.5108268,13.4158759
4433469471,grasendes fohlen,statue,renée sintenis,handjerystraße / renée-sintenis-platz,0702,11007007,12159,bronze,1929,,Q117837922,,52.4715435,13.3328196
4461609447,walfisch,sculpture,charles willard moore,am tegeler hafen,1202,11012012,13507,steel,,,Q115009921,,52.5909897,13.2808761
4463160895,,,,an der spandauer brücke,0101,11001001,10178,,,,,,52.5230431,13.4037422
4478911669,heinrich bettkober,statue,,linienstraße,0101,11001001,10178,,,,,file:skulptur linienstr 14 (mitte) friedrich wilhelm i-heinrich bettkober-.jpg,52.5269019,13.4144815
4495746638,,statue,,karl-marx-platz,0801,11008008,12043,,,,,,52.473637,13.4411418
4495746644,,statue,,karl-marx-platz,0801,11008008,12043,,,,,,52.4736689,13.4411045
4509204917,the missing house,,christian boltanski,große hamburger straße,0101,11001001,10115,,,,Q116729863,,52.5249966,13.3988702
4515284485,the wings,sculpture,daniel libeskind,rohrdamm,0503,11005005,13629,,,,Q110270861,category:wing (daniel libeskind),52.5375395,13.2641354
4532944244,säulenreihe,sculpture,karol broniatowski,roter platz,0802,11008008,12359,concrete,1992,,Q123414346,file:skulptur parchimer allee 109 (britz) kolonnaden&karol broniatowski&1992.jpg,52.4454649,13.4421285
4532944245,ontologia,sculpture,demetros anastasatos,roter platz,0802,11008008,12359,,,,Q111279934,,52.445277,13.4418813
4532944246,time-line,sculpture,matthias hollefreund,parchimer allee,0802,11008008,12359,steel,,,Q136440943,,52.4448718,13.4426433
4551949767,,,,petersburger straße,0201,11002002,10249,,,,,,52.5212336,13.450526
4552073711,atelier am ziegenhof,,,danckelmannstraße,0401,11004004,14059,,,,,,52.5145745,13.2904028
4559858218,apostel jakobus,statue,emil hopfgarten,oranienstraße,0202,11002002,10969,,1844,file:st-jacobi-kirche berlin statue.jpg,Q123224425,category:james the great statue (emil hopfgarten),52.5045722,13.4065983
4595203770,okazi gallery,,,türrschmidtstraße,1112,11011011,10317,,,,,,52.5027456,13.4793799
4664961670,drei mädchen und ein knabe,statue,wilfried fitzenreiter,vera-brittain-ufer,0101,11001001,10178,,,file:drei mädchen ein knabe (1).jpg,Q54945892,category:drei mädchen und ein knabe by wilfried fitzenreiter,52.5200544,13.4015202
4706621002,mutter mit kind,statue,manfred strehlau,massower straße,1101,11011011,10315,kunststein,1986,https://commons.wikimedia.org/wiki/file:2010-4-26_f%27felde_fec_ama.b_837.jpg,Q115476079,category:mutter mit kind (manfred strehlau),52.5073299,13.5120584
4710054535,die allegorie der wissenschaft,sculpture,albert wolff,propststraße,0101,11001001,10178,,,file:allegorie der wissenschaft-.jpg,Q110206261,category:allegorie der wissenschaft (albert wolff),52.5171037,13.407707
4710105245,"klio, muse der geschichte",sculpture,albert wolff,nikolaikirchplatz,0101,11001001,10178,,,file:klio_vorne.jpg,Q110206189,category:klio (albert wolff),52.5166014,13.4074062
4716554877,die sonnenanbeterin,statue,eberhard bachmann,waldowstraße,1110,11011011,13053,,,,Q107498083,category:die sonnenanbeterin,52.5482789,13.4868539
4718572712,elegie,statue,evgenia usimova,oberseestraße,1110,11011011,13053,,,,Q107484855,category:elegie (evgenia usimova),52.5489882,13.4864711
4729017885,segelflieger,statue,fritz ritter,syringenplatz,0301,11003003,10407,bronze,,https://commons.wikimedia.org/wiki/file:ritterplastiksegelfliegersyringenplatz_-_1.jpeg,Q110995479,category:segelflieger by fritz ritter,52.5344364,13.4579243
4729066226,,statue,erwin damerow,asternweg,0301,11003003,10407,artificial_stone,,,Q115728204,"category:bär (volkspark prenzlauer berg, erwin damerow)",52.5372775,13.4613217
4729090317,große liegende,statue,,weißenseer weg,1111,11011011,10369,,,,Q108635508,"category:große liegende (siegfried krepp, berlin-fennpfuhl)",52.5313195,13.4753259
4729095883,poetische stimmung,statue,anton ratio - rumänien 1987,paul-junius-straße,1111,11011011,10369,,,,Q108643052,category:poetische stimmung (anton ratiu),52.5275621,13.4760163
4729112926,zwei,statue,mohamed mustafa ali -syrien 1987,anton-saefkow-platz,1111,11011011,10369,,,,Q108641552,category:zwei (mohamed mustafa ali),52.5284174,13.4731271
4729112927,junges paar,statue,jürgen raue ddr 1987,anton-saefkow-platz,1111,11011011,10369,,,,Q108637996,category:junges paar (jürgen raue),52.5289657,13.4737849
4729112932,felicia,statue,janos seregi - ungarn 1987,paul-junius-straße,1111,11011011,10369,stone,,https://fennpfuhl.digital/img/statue/felicitas.jpg.webp,Q108632756,category:felicia (józsef seregi),52.5281423,13.4727556
4729112934,zwiesprache,statue,jürgen pansow ddr 1987,anton-saefkow-platz,1111,11011011,10369,stone,,,Q111152722,category:zwiesprache (jürgen pansow),52.5291444,13.4741472
4730391751,siegerin,statue,,friedrich-friesen-allee,0405,11004004,14053,,,,Q109911077,,52.5205014,13.2417341
4730391752,zehnkämpfer,statue,,prinz-friedrich-karl-weg,0405,11004004,14053,,,,Q109907305,,52.5207604,13.2414986
4730392865,ruhender athlet,statue,georg kolbe,prinz-friedrich-karl-weg,0405,11004004,14053,bronze,1936,https://commons.wikimedia.org/wiki/file:skulptur_jahnplatz_(westend)_ruhender_athlet%26georg_kolbe%261936.jpg,Q109911550,,52.520287,13.2400071
4730399170,stier,statue,,gutsmuthsweg,0405,11004004,14053,,,,Q115707660,,52.5198514,13.2399123
4730399172,kuh,statue,adolf strübe,gutsmuthsweg,0405,11004004,14053,bronze,1936,,Q115707752,,52.5200829,13.2396845
4738072904,orpheus mit tieren,sculpture,ernst herter,sylter straße,0105,11001001,13353,sandstone,1902,,Q114809870,"category:statue of orpheus, eckernförder platz (berlin-wedding)",52.5413581,13.3370477
4744975873,stehender jüngling,sculpture,michael kamprath (1918-1997),bonhoefferufer,0401,11004004,10589,,,https://photos.app.goo.gl/5n1ou7kvxlt1kw5y9,,,52.5220219,13.3024784
4749256052,zwei fohlen,sculpture,heinrich drake,ostendgestell,0909,11009009,12459,bronze,1936,,Q112842595,category:two foals (heinrich drake),52.4645482,13.5476639
4749370560,bärenmutter mit kind,sculpture,,zeppelinstraße,0909,11009009,12459,sandstone,1930,,,,52.4649662,13.5223483
4749370562,eule,sculpture,unknown,eichgestell,0909,11009009,12459,sandstone,,,Q115691855,,52.4647108,13.5414555
4749370563,wilde pferde,sculpture,joost van der velden,schloßplatz,0910,11009009,12555,bronze,2007,,Q115866007,"category:wilde pferde (schlossplatz, berlin-köpenick)",52.4447686,13.5742642
4749370564,trauernde,sculpture,fritz cremer,kiefholzstraße,0903,11009009,12437,granite; sandstone,1948,,Q109539998,category:die trauernde (fritz cremer),52.4605926,13.4936192
4749370565,drei männer,sculpture,gil topaz,straße am wald,0910,11009009,12555,"iron, cement, marble dust",2002,,,,52.4709466,13.5649261
4749370566,wäscherin,sculpture,hans-peter goettsche,friedrichshagener straße,0910,11009009,12555,bronze,1970,,Q110209646,"category:die wäscherin (goettsche, berlin)",52.4526028,13.5747585
4749370568,weiblicher akt,sculpture,karl trumpf,fontanestraße,0909,11009009,12459,bronze,1930,,,file:statue fontanestr 15 (obers) weiblicher akt&karl trumpf&1930.jpg,52.4658044,13.5174901
4756073350,junge pferde,statue,heinrich drake,dagobert-wiesmüller-platz,0912,11009009,12589,bronze,1956,,,,52.4389005,13.7208069
4756073352,visionen,sculpture,karl hillert,schönblicker straße,0912,11009009,12589,steel,2007,,,,52.438508,13.7207969
4758045501,bauarbeiter,sculpture,gerhard thieme,karl-liebknecht-straße,0101,11001001,10178,bronze,1968,,Q110160304,category:bauarbeiter (gerhard thieme),52.5254862,13.4132794
4761971608,erdkugel,sculpture,axel und cornelia schulz,ostendgestell,0909,11009009,12459,bronze,1980,,,,52.4626805,13.5497697
4762786036,badende,statue,walter lerche,möllhausenufer,0910,11009009,12557,bronze,1955,,Q109814226,,52.4154014,13.5998064
4770676793,,mural,the london police,bottroper weg,1202,11012012,13507,,2016,,,,52.5768504,13.2769374
4770676796,ballon,mural,jim avignon,neheimer straße,1202,11012012,13507,,2020,,Q111660935,"category:mural (jim avignon, artpark tegel)",52.5773499,13.2768746
4770676798,,mural,collin van der sluijs und super a,neheimer straße,1202,11012012,13507,,2016,,,,52.5772776,13.2756714
4770676799,,mural,hownosm,neheimer straße,1202,11012012,13507,,2016,,,,52.5767784,13.2756949
4770676801,,mural,pixel pancho,neheimer straße,1202,11012012,13507,,2016,,,,52.5765828,13.2725293
4770676803,,mural,fintan magee,bernauer straße,1202,11012012,13507,,2016,,,,52.5760802,13.2725571
4770687344,face time,mural,various & gould,heinrich-heine-straße,0101,11001001,10179,,2015,https://commons.wikimedia.org/wiki/file:wandmalerei_heinrich-heine-str_73_(mitte)_face_time%26various_gould%262015.jpg,Q121221759,,52.5058794,13.4121529
4770687345,unter der hand,mural,case maclaim,köpenicker straße,0101,11001001,10179,,2014,file:graffiti_berlin.jpg,Q113578738,category:unter der hand (case maclaim),52.5113262,13.4161827
4789620838,skulptur mitwelt,,,alt-buch,0309,11003003,13125,,,,Q107992516,,52.6356927,13.4990838
4791590562,,statue,,olympischer platz,0405,11004004,14053,,,,,,52.5159091,13.2423964
4791590563,rosseführer,statue,joseph wackerle,marchtunnel,0405,11004004,14053,,,,Q116971898,,52.5145629,13.236713
4791590564,rosseführer,statue,joseph wackerle,marchtunnel,0405,11004004,14053,,,,Q116971898,,52.5142554,13.2367779
4812243848,,statue,,biesentaler straße,0106,11001001,13359,,,,,,52.5568689,13.3870156
4812243849,,statue,,biesentaler straße,0106,11001001,13359,,,,,,52.5569104,13.3870907
4818863759,lebe im ganzen,sculpture,adolph diesterweg,spreepromenade,0101,11001001,10178,,,https://photos.app.goo.gl/dxamxmc4fdymeevv7,Q111008665,file:berlin denkmal diesterweg.jpg,52.5213232,13.4004082
4818864902,amazone zu pferde,statue,louis tuaillon,bodestraße,0101,11001001,10178,bronze,1985,file:sculpture in front of the neues museum.jpg,Q20925508,category:amazone zu pferde (berlin-tiergarten),52.5204188,13.3980879
4820651702,cannon,installation,,invalidensiedlung,1205,11012012,13465,,,,,,52.6590871,13.2843005
4820651703,cannon,installation,,invalidensiedlung,1205,11012012,13465,,,,,,52.6590836,13.284404
4828970445,morgendämmerung nr. 1,sculpture,berto lardera,händelallee,0103,11001001,10557,steel,,"https://commons.wikimedia.org/wiki/file:berto_ladera,_morgend%c3%a4mmerung_nr._1_(1958),_berlin-hansaviertel.jpg",Q110861774,,52.5167122,13.3424842
4834215021,brust oder keule,,,danziger straße,0301,11003003,10407,,,,,,52.5349581,13.4348713
4834844147,silberfisch im englischen garten,sculpture,alfred trenkel,altonaer straße,0104,11001001,10557,marble,1955,,Q111969447,category:silberfisch (alfred trenkel),52.5173363,13.3464677
4842240633,karpfenjule,sculpture,peter dietzsch,neue krugallee,0902,11009009,12435,bronze,1998,,Q115857353,,52.4836726,13.4799385
4848984608,geschwister,sculpture,theo balden,josef-nawrocki-straße,0911,11009009,12587,bronze,1974,file:friedrichshagen_müggelpark_skulptur_mutter_mit_kind.jpg,,,52.445077,13.6274346
4852417933,venus-statue,statue,,hohe brücke,0401,11004004,14059,bronze,,https://photos.app.goo.gl/nf1rx4waj5gxmkpba,Q109806526,,52.5252718,13.2930483
4865097815,ziegen,sculpture,stephan horota,thomas-mann-straße,0301,11003003,10409,bronze,,,Q135513393,file:skulptur ziegen thomas-mann-straße berlin-prenzlauer berg.jpg,52.5419545,13.4489336
4866985546,,,,klara-weyl-straße,1103,11011011,10365,,,,,,52.5225507,13.5056039
4868547737,riesen-picknicktisch,sculpture,daan den houter,rolandufer,0101,11001001,10179,,,file:picknicktisch high tea table daan den houter niederländische botschaft klosterstraße berlin-mitte 03.jpg,Q123329594,"category:high tea table (dutch embassy, berlin-mitte)",52.5150323,13.4120184
