area_id,neighborhood,year,data_type,crime_type_german,crime_type_english,category,value,severity_weight
70000,Tempelhof-Schöneberg,2019,frequency,Rauschgift-delikte,Drug Crimes,Drug Offense,344.0,2.5
70000,Tempelhof-Schöneberg,2019,frequency,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,266.0,1.0
70000,Tempelhof-Schöneberg,2019,frequency,Kieztaten,Neighborhood Crimes,Public Order,2525.0,2.0
70000,Tempelhof-Schöneberg,2019,frequency,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,1023.0,1.5
70000,Tempelhof-Schöneberg,2019,frequency,Wohnraum- einbruch,Residential Burglary,Property Crime,222.0,3.5
70000,Tempelhof-Schöneberg,2019,frequency,Raub,Robbery,Violent Crime,100.0,4.0
70000,Tempelhof-Schöneberg,2019,frequency,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,217.0,4.5
70000,Tempelhof-Schöneberg,2019,frequency,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,57.0,4.5
70000,Tempelhof-Schöneberg,2019,frequency,Diebstahl -insgesamt-,Theft Total,Property Crime,5010.0,2.0
70000,Tempelhof-Schöneberg,2019,frequency,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,726.0,2.5
70000,Tempelhof-Schöneberg,2019,frequency,Straftaten -insgesamt-,Total Crimes,Overall,11327.0,1.0
70000,Tempelhof-Schöneberg,2019,frequency,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,132.0,3.0
71001,Schöneberg Nordwest,2019,cases,Brand- stiftung,Arson,Property Crime,9.0,4.5
71001,Schöneberg Nordwest,2019,cases,Branddelikte -insgesamt-,Arson Total,Property Crime,15.0,4.0
71001,Schöneberg Nordwest,2019,cases,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,517.0,3.5
71001,Schöneberg Nordwest,2019,cases,Fahrrad- diebstahl,Bicycle Theft,Property Crime,358.0,1.5
71001,Schöneberg Nordwest,2019,cases,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,136.0,3.0
71001,Schöneberg Nordwest,2019,cases,Rauschgift-delikte,Drug Crimes,Drug Offense,291.0,2.5
71001,Schöneberg Nordwest,2019,cases,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,66.0,1.0
71001,Schöneberg Nordwest,2019,cases,Kieztaten,Neighborhood Crimes,Public Order,1260.0,2.0
71001,Schöneberg Nordwest,2019,cases,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,287.0,1.5
71001,Schöneberg Nordwest,2019,cases,Wohnraum- einbruch,Residential Burglary,Property Crime,65.0,3.5
71001,Schöneberg Nordwest,2019,cases,Raub,Robbery,Violent Crime,88.0,4.0
71001,Schöneberg Nordwest,2019,cases,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,146.0,4.5
71001,Schöneberg Nordwest,2019,cases,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,52.0,4.5
71001,Schöneberg Nordwest,2019,cases,Diebstahl -insgesamt-,Theft Total,Property Crime,3332.0,2.0
71001,Schöneberg Nordwest,2019,cases,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,244.0,2.5
71001,Schöneberg Nordwest,2019,cases,Straftaten -insgesamt-,Total Crimes,Overall,6279.0,1.0
71001,Schöneberg Nordwest,2019,cases,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,17.0,3.0
71001,Schöneberg Nordwest,2019,frequency,Brand- stiftung,Arson,Property Crime,34.0,4.5
71001,Schöneberg Nordwest,2019,frequency,Branddelikte -insgesamt-,Arson Total,Property Crime,56.0,4.0
71001,Schöneberg Nordwest,2019,frequency,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,1940.0,3.5
71001,Schöneberg Nordwest,2019,frequency,Fahrrad- diebstahl,Bicycle Theft,Property Crime,1343.0,1.5
71001,Schöneberg Nordwest,2019,frequency,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,510.0,3.0
71001,Schöneberg Nordwest,2019,frequency,Rauschgift-delikte,Drug Crimes,Drug Offense,1092.0,2.5
71001,Schöneberg Nordwest,2019,frequency,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,248.0,1.0
71001,Schöneberg Nordwest,2019,frequency,Kieztaten,Neighborhood Crimes,Public Order,4728.0,2.0
71001,Schöneberg Nordwest,2019,frequency,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,1077.0,1.5
71001,Schöneberg Nordwest,2019,frequency,Wohnraum- einbruch,Residential Burglary,Property Crime,244.0,3.5
71001,Schöneberg Nordwest,2019,frequency,Raub,Robbery,Violent Crime,330.0,4.0
71001,Schöneberg Nordwest,2019,frequency,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,548.0,4.5
71001,Schöneberg Nordwest,2019,frequency,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,195.0,4.5
71001,Schöneberg Nordwest,2019,frequency,Diebstahl -insgesamt-,Theft Total,Property Crime,12502.0,2.0
71001,Schöneberg Nordwest,2019,frequency,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,916.0,2.5
71001,Schöneberg Nordwest,2019,frequency,Straftaten -insgesamt-,Total Crimes,Overall,23559.0,1.0
71001,Schöneberg Nordwest,2019,frequency,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,64.0,3.0
71002,Schöneberg Nordost,2019,cases,Brand- stiftung,Arson,Property Crime,9.0,4.5
71002,Schöneberg Nordost,2019,cases,Branddelikte -insgesamt-,Arson Total,Property Crime,17.0,4.0
71002,Schöneberg Nordost,2019,cases,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,207.0,3.5
71002,Schöneberg Nordost,2019,cases,Fahrrad- diebstahl,Bicycle Theft,Property Crime,262.0,1.5
71002,Schöneberg Nordost,2019,cases,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,84.0,3.0
71002,Schöneberg Nordost,2019,cases,Rauschgift-delikte,Drug Crimes,Drug Offense,117.0,2.5
71002,Schöneberg Nordost,2019,cases,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,163.0,1.0
71002,Schöneberg Nordost,2019,cases,Kieztaten,Neighborhood Crimes,Public Order,719.0,2.0
71002,Schöneberg Nordost,2019,cases,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,373.0,1.5
71002,Schöneberg Nordost,2019,cases,Wohnraum- einbruch,Residential Burglary,Property Crime,48.0,3.5
71002,Schöneberg Nordost,2019,cases,Raub,Robbery,Violent Crime,27.0,4.0
71002,Schöneberg Nordost,2019,cases,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,57.0,4.5
71002,Schöneberg Nordost,2019,cases,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,20.0,4.5
71002,Schöneberg Nordost,2019,cases,Diebstahl -insgesamt-,Theft Total,Property Crime,1200.0,2.0
71002,Schöneberg Nordost,2019,cases,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,128.0,2.5
71002,Schöneberg Nordost,2019,cases,Straftaten -insgesamt-,Total Crimes,Overall,2950.0,1.0
71002,Schöneberg Nordost,2019,cases,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,20.0,3.0
71002,Schöneberg Nordost,2019,frequency,Brand- stiftung,Arson,Property Crime,37.0,4.5
71002,Schöneberg Nordost,2019,frequency,Branddelikte -insgesamt-,Arson Total,Property Crime,70.0,4.0
71002,Schöneberg Nordost,2019,frequency,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,850.0,3.5
71002,Schöneberg Nordost,2019,frequency,Fahrrad- diebstahl,Bicycle Theft,Property Crime,1076.0,1.5
